FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
AMPNAME4	AMPNAME4	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					amp name, readout sequence 3	U1	
AMPMODE	AMPMODE	LRIS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y	Y	Y	Y	Y	Description of amplifiers used	DUAL:L+R	
AMPPSIZE	AMPPSIZE	LRIS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Access in pixels	[1:1024,1:4096]	
ANTIBLM	ANTIBLM	LRIS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Antiblooming frequency	off	
ARGON	ARGON	native	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Argon lamp status	off	
ASEC1	ASEC1	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 0	[1:2057,1:2064]	
ASEC2	ASEC2	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 1	[1:2057,1:2064]	
ASEC3	ASEC3	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 2	[1:2057,1:2064]	
ASEC4	ASEC4	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 3	[1:2057,1:2064]	
AUTACTIV	AUTACTIV	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					DCS Guider active	no	
AUTFWHM	AUTFWHM	LRIS	double	pixels	FLOAT(126)	16	Y	N	N		18.8f					Y					DCS Guider fwhm	1.06542	
AUTOERAS	AUTOERAS	native	char		VARCHAR2(8 BYTE)	1	Y	Y	N		1s					Y			Y		Automatic erase	T	
AUTOSHUT	AUTOSHUT	LRIS	char		VARCHAR2(8 BYTE)	1	Y	Y	N		1s					Y			Y		Automatic shutter	T	
AUTXCENT	AUTXCENT	LRIS	double	arcseconds	FLOAT(126)	16	Y	N	N		18.8f					Y					DCS Guider x centroid	3.9	
AUTYCENT	AUTYCENT	LRIS	double	arcseconds	FLOAT(126)	16	Y	N	N		18.8f					Y					DCS Guider y centroid	3.4	
AXESTAT	AXESTAT	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					DCS axes control status	not controlling	
AZ	AZ	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Telescope azimuth	290.1968935	
BINNING	BINNING	LRIS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y	Y	Y	Y	Y	Binning	2,1	
BITPIX	BITPIX	LRIS	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Bits per pixel	16	
BLUFILT	BLUFILT	native	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y	Y		Y	Y	Name of filter on blue side	clear	
BLUFNUM	BLUFNUM	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Blue filter number	5	
BLUFOCUS	BLUFOCUS	native	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Blue camera focus	-3560.296875	
BLUFTRAN	BLUFTRAN	native	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Blue filter transfport name	stowed	
BSCALE	BSCALE	LRIS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Scaling factor	1	
BSEC1	BSEC1	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 0	[2065:2117,1:2064]	
BSEC2	BSEC2	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 1	[2170:2118,1:2064]	
BSEC3	BSEC3	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 2	[2065:2117,4248:2185]	
BSEC4	BSEC4	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					IRAF DATASEC [FITSpix], readout sequence 3	[2170:2118,4248:2185]	
BTRAN	BTRAN	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Blue filter transport	0	
BZERO	BZERO	LRIS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Offset data	32768	
CADMIUM	CADMIUM	native	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Cadmium lamp status	off	
CALOCAL	CALOCAL	LRIS	double		FLOAT(126)	16	Y	N	N		18.8f					Y					collimation-azimuth-local	-21.7	
CCDCFG	CCDCFG	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					CCD Config: XYSGGAA	10100	
CCDGAIN	CCDGAIN	LRIS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y	Y	Y	Y	Y	CCD gain used	high	
CCDGN01	CCDGN01	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD gain amp location 1		
CCDGN02	CCDGN02	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD gain amp location 2		
CCDGN03	CCDGN03	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD gain amp location 3		
CCDGN04	CCDGN04	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD gain amp location 4		
CCDRN01	CCDRN01	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD read noise amp location 1		
CCDRN02	CCDRN02	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD read noise amp location 2		
CCDRN03	CCDRN03	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD read noise amp location 3		
CCDRN04	CCDRN04	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD read noise amp location 4		
CCDSPEED	CCDSPEED	LRIS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y	Y	Y	Y	Y	CCD readout speed	normal	
CCDSUM	CCDSUM	LRIS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		CCD sum	2 1	
CD1_1	CD1_1	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					RA per pixel in x	-3.73E-08	
CD1_2	CD1_2	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					RA per pixel in y	-6.53E-07	
CD2_1	CD2_1	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					DEC per pixel in x	-6.53E-07	
CD2_2	CD2_2	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					DEC per pixel in y	-3.73E-08	
CELOCAL	CELOCAL	LRIS	double		FLOAT(126)	16	Y	N	N		18.8f					Y					collimation-elevation-local	35.9	
CHECKSUM	CHECKSUM	LRIS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Checksum of header	VgiZXegYVegYVegY	
CNAME1	CNAME1	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					Descriptive name of WCS axis 1	Right Ascension	
CNAME2	CNAME2	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					Descriptive name of WCS axis 2	Declination	
CRPIX1	CRPIX1	LRIS	double	pixels	FLOAT(126)	16	Y	N	N		18.8f					Y					X coordinate of center pixel	17.570086	
CRPIX2	CRPIX2	LRIS	double	pixels	FLOAT(126)	16	Y	N	N		18.8f					Y					Y coordinate of center pixel	208.884317	
CRVAL1	CRVAL1	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					RA of center pixel	-20	
CRVAL2	CRVAL2	LRIS	double	degrees	FLOAT(126)	16	Y	N	N		18.8f					Y					DEC of center pixel	0.0387	
CSEC1	CSEC1	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 0	[1:2057,1:2064]	
CSEC2	CSEC2	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 1	[4114:2058,1:2064]	
CSEC3	CSEC3	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 2	[1:2057,4128:2065]	
CSEC4	CSEC4	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 3	[4114:2058,4128:2065]	
CTRL0ERR	CTRL0ERR	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		ADC controller 0 error number	-5414	
CTRL0MSG	CTRL0MSG	native	char		VARCHAR2(78 BYTE)	78	Y	Y	N		78s					Y			Y		ADC controller 0 message	Software deadman switch activated (sent ST to axes), and has been cl	
CTYPE1	CTYPE1	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Coordinate type of WCS axis 1	RA---TAN	
CTYPE2	CTYPE2	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Coordinate type of WCS axis 2	DEC--TAN	
CUNIT1	CUNIT1	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Physical unit of WCS axis 1	deg	
CUNIT2	CUNIT2	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Physical unit of WCS axis 2	deg	
CURRINST	CURRINST	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Current instrument	LRISADC	
DATASUM	DATASUM	LRIS	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Data unit checksum	0	
DATE	DATE_UT	LRIS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		Universal date and time of observation	2015-04-24T12:25:14	
DATE_BEG	DATE_BEG	LRIS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		UNIX timestamp of beginning of observation	2015-04-24T12:15:12	
DATE_END	DATE_END	LRIS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		UNIX timestamp of end of observation	2015-04-24T12:25:12	
DATEEEND	DATEEEND	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					most recent end specialErase/flush/purge	2021-07-28T22:50:58.547	
DATEERAS	DATEERAS	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					most recent specialErase/flush/purge	2021-07-28T22:50:54.243	
DATEREAD	DATEREAD	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					readout begin	2021-07-28T22:50:59.603	
DATEREND	DATEREND	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					readout end	2021-07-28T22:51:44.585	
DATLEVEL	DATLEVEL	KOA	integer		NUMBER(*,0)	16	N	Y	N		16d					Y			Y		Data reduction level		
DDEC	DDEC	native	double	arcsec/sec	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Diff declination rate	0	
DECBASE	DECBASE	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					DCS Dec base	+00:02:19.3	
DECOFF	DECOFF	LRIS	double	arcseconds	FLOAT(126)	16	Y	N	N		18.8f					Y					DCS Dec offset	0	
DETCNFID	DETCNFID	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Detector configuration ID	2010	
DETECTOR	DETECTOR	LRIS	char		VARCHAR2(70 BYTE)	70	Y	Y	N		70s					Y			Y		Detector name	LRIS-R Science mosaic Mark 2: CCD  #1: 19-3  CCD #2: 19-2	
DETLSIZE	DETLSIZE	LRIS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Unbinned size of layout	[1:4096,1:4096]	
DEUTERI	DEUTERI	native	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Deuterium lamp status	off	
DICHNAME	DICHNAME	native	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y	Y		Y	Y	Dichroic clamp name	680	
DICHROIC	DICHROIC	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Dichroic retainer name	5	
DICHTRAN	DICHTRAN	native	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Dichroic transport name	deployed	
DISP0ERR	DISP0ERR	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		ADC dispatcher 0 error number	0	
DISP0STA	DISP0STA	native	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		ADC dispatcher status	0	
DISPSCAL	DISPSCAL	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		CCD pixel scale, dispersion		
DOMEPOSN	DOMEPOSN	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Dome azimuth	290.2737915	
DOMESTST	DOMESTST	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					DCS Dome status string	UNINIT	
DQA_DATE	DQA_DATE	KOA	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		Date of DQA run		
DQA_VERS	DQA_VERS	KOA	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		DQA version number		
DRA	DRA	DCS	double	s/sec	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Differential right ascension rate	0	
DSEC1	DSEC1	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 0	[8:2064,1:2064]	
DSEC2	DSEC2	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 1	[4227:2171,1:2064]	
DSEC3	DSEC3	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 2	[8:2064,4248:2185]	
DSEC4	DSEC4	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					IRAF DATASEC [FITSpix], readout sequence 3	[4227:2171,4248:2185]	
DTRACK	DTRACK	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Differential tracking enabled	disabled	
DTRAN	DTRAN	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Dichroic transport	1	
EL	EL	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Telescope elevation	48.0124342	
ELAPTIME	ELAPTIME	LRIS	double		FLOAT(126)	16	Y	Y	Y		18.8f		0			Y	Y		Y	Y	Elapsed time	600	
ERASECNT	ERASECNT	LRIS	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Erase count	1	
ERASLINE	ERASLINE	LRIS	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Erase line	0	
EXPTIME	EXPTIME	LRIS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Exposure time	600.0216065	
EXTEND	EXTEND	LRIS	char		VARCHAR2(8 BYTE)	1	Y	Y	N		1s					Y			Y		FITS dataset may contain extensions	T	
FEARGON	FEARGON	native	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Iron/Argon lamp status	off	
FLAMP1	FLAMP1	DCS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Flat lamp 1	off	
FLAMP2	FLAMP2	DCS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Flat lamp 2	off	
FLIMAGIN	FLIMAGIN	DCS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Flat lamp control 1	off	
FLSPECTR	FLSPECTR	DCS	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y		Flat lamp control 2	off	
FOCALSTN	FOCALSTN	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					focal-station	cass (cassegrain)	
FPOWER	FPOWER	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Dome flat lamp commanded intensity	0	
FRAMEMOD	FRAMEMOD	LRIS	integer		NUMBER(*,0)	8	Y	N	N		8d					Y					Archon configuration FRAMEMODE	2	
FRAMENO	FRAMENO	LRIS	integer		NUMBER(*,0)	16	Y	Y	Y		16d		0	9999		Y	Y		Y	Y	Frame number	76	
GAIN1	GAIN1	LRIS	double	e-/DN	FLOAT(126)	16	Y	N	N		18.8f					Y					gain for amp 0	0	
GAIN2	GAIN2	LRIS	double	e-/DN	FLOAT(126)	16	Y	N	N		18.8f					Y					gain for amp 1	0	
GAIN3	GAIN3	LRIS	double	e-/DN	FLOAT(126)	16	Y	N	N		18.8f					Y					gain for amp 2	0	
GAIN4	GAIN4	LRIS	double	e-/DN	FLOAT(126)	16	Y	N	N		18.8f					Y					gain for amp 3	0	
GAINMUL	GAINMUL	LRIS	integer		NUMBER(*,0)	8	Y	N	N		8d					Y					gain multiplier (1,2,5,10)	1	
GRANAME	GRANAME	native	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y	Y		Y	Y	Grating name	600/10000	
GRANGLE	GRANGLE	native	double		FLOAT(126)	16	Y	Y	N		18.8f					Y	Y		Y		Grating angle raw	33.22573471	
GRATING	GRATING	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y	Y		Y	Y	Grating	2	
GRISM	GRISM	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Grism	1	
GRISNAME	GRISNAME	native	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y	Y		Y	Y	Grism name	300/5000	
GRISTRAN	GRISTRAN	native	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grism transport name	deployed	
GROUPID	GROUPID	LRIS	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					Identifier for a group of images	<undef>	
GTRAN	GTRAN	native	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		Grism transport	1	
GUIDFWHM	GUIDFWHM	KOA	double	arcsec	FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		FWHM of guide star		
GUIDING	GUIDING	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					DCS Guiding status	FALSE	
GUIDTIME	GUIDTIME	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		UT of GUIDFWHM value		
GUIDWAVE	GUIDWAVE	LRIS	double		FLOAT(126)	16	Y	N	N		18.8f					Y					guidestar-wavelength	0.6	
HA	HA	DCS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		Telescope hour angle	#N/A	
HALOGEN	HALOGEN	native	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y			Y			off	
HBIN2	HBIN2	LRIS	integer		NUMBER(*,0)	16	Y	N	N		16d					Y					Archon code HBIN2	0	
HEADREV	HEADREV	LRIS	char		VARCHAR2(16 BYTE)	16	Y	N	N		16s					Y					Header config version	113614	
HEART_01	HEART_01	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					lredccd.UPTIME	Heartbeat active	
HEART_02	HEART_02	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					lredfoc.DISP0CLK	Heartbeat active	
HEART_03	HEART_03	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					lrisheaders.UPTIME	Heartbeat active	
HEART_04	HEART_04	LRIS	char		VARCHAR2(24 BYTE)	24	Y	N	N		24s					Y					lrisplus.UPTIME	Heartbeat active	
HLRS	HLRS	LRIS	integer		NUMBER(*,0)	16	Y	N	N		16d					Y					Archon code HLRS	2	
HTRATARG	HTRATARG	LRIS	double	degC	FLOAT(126)	16	Y	N	N		18.8f					Y					heater A target temp	-120	
HTRBTARG	HTRBTARG	LRIS	double	degC	FLOAT(126)	16	Y	N	N		18.8f					Y					heater B target temp	-120	
IM01MD00	IM01MD00	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Imaging mean ccd 1 amp location 0		
