FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
AOTSY	AOTSY		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					AO tip/tilt sensor stage Y position (mm)		
AOTSZ	AOTSZ		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					AO tip/tilt sensor stage Z position (mm)		
AOTTMODE	AOTTMODE		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					AO tip/tilt offloading mode		
AOWFC0	AOWFC0		double		FLOAT(126)	19	Y	Y	N		18.5f					Y					AO WFS focus stage FSM coefficient 0		
AXESTAT	AXESTAT		char		VARCHAR2(22 BYTE)	22	Y	Y	N		22s					Y					axes control status		
AZ	AZ		double	degrees	FLOAT(126)	26	Y	Y	N		18.5f					Y					telescope azimuth (172.67 deg)		
BADPIX	BADPIX		char		VARCHAR2(57 BYTE)	57	Y	Y	N		57s					Y					FITS filename cont		
BITPIX	BITPIX		double		FLOAT(126)	13	Y	Y	N		18.5f					Y					number of bits per data pixel		
CALOCAL	CALOCAL		double	arcsec	FLOAT(126)	28	Y	Y	N		18.5f					Y					collimation azimuth local (40.7 arcsec)		
CELOCAL	CELOCAL		double	arcsec	FLOAT(126)	29	Y	Y	N		18.5f					Y					collimation elevation local (-21.8 arcsec)		
COADDS	COADDS		integer		NUMBER(*,0)	11	Y	Y	Y		11d		1	1000000		Y	Y	Y		Y	Number of coadded frames	1,22	
CTMP1	CTMP1		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 1		
CTMP2	CTMP2		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 2		
CTMP3	CTMP3		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 3		
CTMP4	CTMP4		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 4		
CTMP5	CTMP5		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 5		
CTMP6	CTMP6		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 6		
CTMP7	CTMP7		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 7		
CTMP8	CTMP8		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Temperature at Sensor 8		
CTMPLOC1	CTMPLOC1		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 1		
CTMPLOC2	CTMPLOC2		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 2		
CTMPLOC3	CTMPLOC3		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 3		
CTMPLOC4	CTMPLOC4		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 4		
CTMPLOC5	CTMPLOC5		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 5		
CTMPLOC6	CTMPLOC6		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 6		
CTMPLOC7	CTMPLOC7		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 7		
CTMPLOC8	CTMPLOC8		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Name of the location of Temperature Sensor 8		
CURRINST	CURRINST		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					current instrument		
DATAFILE	DATAFILE		char		VARCHAR2(26 BYTE)	26	Y	Y	N		26s					Y					Original filename at the telescope		
DATASET	DATASET		char		VARCHAR2(60 BYTE)	60	Y	Y	N		60s					Y					dataset name		
DCOORDS	DCOORDS		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Dither coordinates - sky/instr		
DCSSTAT	DCSSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					drive and control status		
DDEC	DDEC		double	arcsec	FLOAT(126)	12	Y	Y	N		18.5f					Y					Differential tracking rate (DEC)		
DECOFF	DECOFF		double	arcsec	FLOAT(126)	30	Y	Y	N		18.5f					Y					declination offset (0.0000 arcsec)		
DLSTOFF1	DLSTOFF1		double		FLOAT(126)	12	Y	Y	N		18.5f					Y					Offset from last dither pos-axis 1		
DLSTOFF2	DLSTOFF2		double		FLOAT(126)	12	Y	Y	N		18.5f					Y					Offset from last dither pos-axis 2		
DMGAIN	DMGAIN		double		FLOAT(126)	15	Y	Y	N		18.5f					Y					Set DM loop gain		
DMMRFN	DMMRFN		char		VARCHAR2(23 BYTE)	23	Y	Y	N		23s					Y					Name of DM reconstructor file		
DOMEPOSN	DOMEPOSN		double	degrees	FLOAT(126)	15	Y	Y	N		18.5f					Y					dome azimuth (172.57 deg)		
DOMESTAT	DOMESTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					dome status		
DPWNAME1	DPWNAME1		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 1		
DPWNAME2	DPWNAME2		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 2		
DPWNAME3	DPWNAME3		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 3		
DPWNAME4	DPWNAME4		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 4		
DPWNAME5	DPWNAME5		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 5		
DPWNAME6	DPWNAME6		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 6		
DPWNAME7	DPWNAME7		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 7		
DPWSTAT1	DPWSTAT1		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 1		
DPWSTAT2	DPWSTAT2		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 2		
DPWSTAT3	DPWSTAT3		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 3		
DPWSTAT4	DPWSTAT4		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 4		
DPWSTAT5	DPWSTAT5		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 5		
DPWSTAT6	DPWSTAT6		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 6		
DPWSTAT7	DPWSTAT7		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 7		
DPWSTAT8	DPWSTAT8		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 8		
DRA	DRA		double	arcsec	FLOAT(126)	12	Y	Y	N		18.5f					Y					Differential tracking rate (RA)		
DTCLP	DTCLP		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					OPEN/CLOSE TT CLMP ctrl loop		
DTGAIN	DTGAIN		double		FLOAT(126)	15	Y	Y	N		18.5f					Y					Set TT loop gain		
DTMP1	DTMP1		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 1		
DTMP2	DTMP2		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 2		
DTMP3	DTMP3		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 3		
DTMP4	DTMP4		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 4		
DTMP5	DTMP5		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 5		
DTMP6	DTMP6		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 6		
DTMP7	DTMP7		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 7		
DTMP8	DTMP8		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Temperature at Sensor 8		
DTMPLOC1	DTMPLOC1		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 1		
DTMPLOC2	DTMPLOC2		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 2		
DTMPLOC3	DTMPLOC3		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 3		
DTMPLOC4	DTMPLOC4		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 4		
DTMPLOC5	DTMPLOC5		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 5		
DTMPLOC6	DTMPLOC6		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 6		
DTMPLOC7	DTMPLOC7		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 7		
DTMPLOC8	DTMPLOC8		char		VARCHAR2(37 BYTE)	37	Y	Y	N		37s					Y					Location of Temperature Sensor 8		
DTOTOFF1	DTOTOFF1		double		FLOAT(126)	12	Y	Y	N		18.5f					Y					Offset from start of dither-axis 1		
DTOTOFF2	DTOTOFF2		double		FLOAT(126)	12	Y	Y	N		18.5f					Y					Offset from start of dither-axis 2		
DTRACK	DTRACK		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Differential tracking enabled		
EL	EL		double	degrees	FLOAT(126)	24	Y	Y	N		18.5f					Y					Telescope elevation		
EPWNAME1	EPWNAME1		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 1		
EPWNAME2	EPWNAME2		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 2		
EPWNAME3	EPWNAME3		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 3		
EPWNAME4	EPWNAME4		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 4		
EPWNAME5	EPWNAME5		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 5		
EPWNAME6	EPWNAME6		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 6		
EPWNAME7	EPWNAME7		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 7		
EPWNAME8	EPWNAME8		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Name of the device controlled by outlet 8		
EPWSTAT1	EPWSTAT1		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 1		
EPWSTAT2	EPWSTAT2		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 2		
EPWSTAT3	EPWSTAT3		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 3		
EPWSTAT4	EPWSTAT4		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 4		
EPWSTAT5	EPWSTAT5		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 5		
EPWSTAT6	EPWSTAT6		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 6		
EPWSTAT7	EPWSTAT7		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 7		
EPWSTAT8	EPWSTAT8		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Power status of outlet 8		
EXTEND	EXTEND		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					FITS dataset may contain extensions		
FOCALSTN	FOCALSTN		char		VARCHAR2(26 BYTE)	26	Y	Y	N		26s					Y					focal station		
FRAMENUM	FRAMENUM		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Frame Number		
GAIN	GAIN		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Detector gain in ADU per electron		
GUIDWAVE	GUIDWAVE		double	microns	FLOAT(126)	20	Y	Y	N		18.5f					Y					guidestar wavelength (microns)		
HA	HA		double		FLOAT(126)	30	Y	Y	N		18.5f					Y					telescope hour angle (+23:52:38.13 h)		
ICURTMP	ICURTMP		double		FLOAT(126)	30	Y	Y	N		18.5f					Y					Temperature at Channel 2		
IF1MECH	IF1MECH		char		VARCHAR2(26 BYTE)	26	Y	Y	N		26s					Y					The overall name of the mechanism		
IF1NAME	IF1NAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
IF1RAW	IF1RAW		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current position of mechanism in steps		
IF1STAT	IF1STAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
IF1SWTCH	IF1SWTCH		integer		NUMBER(*,0)	12	Y	Y	N		12d					Y					Current Switch Value		
IF2MECH	IF2MECH		char		VARCHAR2(26 BYTE)	26	Y	Y	N		26s					Y					The overall name of the mechanism		
IF2NAME	IF2NAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
IF2RAW	IF2RAW		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current position of mechanism in steps		
IF2STAT	IF2STAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
IF2SWTCH	IF2SWTCH		integer		NUMBER(*,0)	12	Y	Y	N		12d					Y					Current Switch Value		
IFILTER	IFILTER		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Imager filter		
IFRAME	IFRAME		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current imag frame of dither position		
IFRAMES	IFRAMES		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Number of imag frames per spec frame		
IHTRACT	IHTRACT		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Switch for temperature control for channel 2		
IHTROUT	IHTROUT		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Heater output percentage of channel 2		
IMAGMODE	IMAGMODE		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Imager observation mode		
INSTANGL	INSTANGL		double	degrees	FLOAT(126)	13	Y	Y	N		18.5f					Y					porg to instrument angle (48.0 deg)		
INSTFLIP	INSTFLIP		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					porg to instrument y flip		
INSTR	INSTR		char		VARCHAR2(25 BYTE)	25	N	Y	Y		25s				imag,spec	Y	Y	Y		Y	Spectrometer (spec) or Imager (imag)	imag,spec	
ISSKY	ISSKY		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					flag for sky frames (0=not sky, 1=sky)		
ITIME	ITIME		double		FLOAT(126)	13	Y	Y	Y		18.5f		0	2000000		Y	Y	Y		Y	Integration time of each coadd	10000	
ITRGTMP	ITRGTMP		double		FLOAT(126)	13	Y	Y	N		18.5f					Y					Desired temperature for channel 2		
LGRMSWF	LGRMSWF		double		FLOAT(126)	15	Y	Y	N		18.5f					Y					LGSAO RMS WF Residual		
LSAMPPWR	LSAMPPWR		double		FLOAT(126)	18	Y	Y	N		18.5f					Y					Amp Power (watts)		
LSPROP	LSPROP		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Laser Propagating		
LST	LST		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					local apparent sidereal time (h)		
MJD-OBS	MJD_OBS		double	days	FLOAT(126)	26	Y	Y	N		18.5f	Y				Y					modified julian date of observation (54600.4376		
NAXIS	NAXIS		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					number of data axes		
NAXIS1	NAXIS1		integer	pixels	NUMBER(*,0)	14	Y	Y	N		14d					Y					length of data axis 1		
NAXIS2	NAXIS2		integer	pixels	NUMBER(*,0)	14	Y	Y	N		14d					Y					length of data axis 2		
NOISEFIL	NOISEFIL		char		VARCHAR2(64 BYTE)	64	Y	Y	N		64s					Y					Filename co		
NUMREADS	NUMREADS		integer		NUMBER(*,0)	12	Y	Y	N		12d					Y					Number of reads		
OBAMNAME	OBAMNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for AFM		
OBFMDREN	OBFMDREN		double		FLOAT(126)	18	Y	Y	N		18.5f					Y					FSM Coordinated move use dar or not (.)		
OBFMXIM	OBFMXIM		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Image plane x motion for FSM (mm)		
OBFMXPU	OBFMXPU		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Pupil plane x motion for FSM (subaps)		
OBFMYIM	OBFMYIM		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Image plane y motion for FSM (mm)		
OBFMYPU	OBFMYPU		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Pupil plane y motion for FSM (subaps)		
OBFSNAME	OBFSNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for FSS		
OBIMNAME	OBIMNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for ISM		
OBJECT	OBJECT		char		VARCHAR2(60 BYTE)	60	Y	Y	N		60s					Y					object name		
OBJPTTRN	OBJPTTRN		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Dither pattern for object frames		
OBLBNAME	OBLBNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for LBS		
OBRT	OBRT		double		FLOAT(126)	17	Y	Y	N		18.5f					Y					User value of ROT (deg)		
OBSDNAME	OBSDNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for SOD		
OBSERVER	OBSERVER		char		VARCHAR2(60 BYTE)	60	Y	Y	N		60s					Y					Observer name(s)		
OBSFNAME	OBSFNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for SFP		
OBSFX	OBSFX		double	mm	FLOAT(126)	17	Y	Y	N		18.5f					Y					User value of SFP x axis (mm)		
OBSFY	OBSFY		double	mm	FLOAT(126)	14	Y	Y	N		18.5f					Y					User value of SFP y axis (mm)		
OBSFZ	OBSFZ		double	mm	FLOAT(126)	14	Y	Y	N		18.5f					Y					User value of SFP z axis (mm)		
OBSI	OBSI		double	mm	FLOAT(126)	15	Y	Y	N		18.5f					Y					User value of SFD (mm)		
OBSNNAME	OBSNNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for SND		
OBSTYPE	OBSTYPE		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Observation type: astro, star, calib		
OBSWNAME	OBSWNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for SFW		
OBSWSTA	OBSWSTA		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					White light power status		
OBTSNAME	OBTSNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for TSS		
OBTSX	OBTSX		double	mm	FLOAT(126)	16	Y	Y	N		18.5f					Y					User value of TSS x axis (mm)		
OBTSY	OBTSY		double	mm	FLOAT(126)	14	Y	Y	N		18.5f					Y					User value of TSS y axis (mm)		
OBTSZ	OBTSZ		double	mm	FLOAT(126)	15	Y	Y	N		18.5f					Y					User value of TSS z axis (mm)		
OBWCNAME	OBWCNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for WCS		
OBWF	OBWF		double	mm	FLOAT(126)	16	Y	Y	N		18.5f					Y					User value of FCS (mm)		
OBWFSTST	OBWFSTST		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					State of FCS as string		
OBWLNAME	OBWLNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for WLS		
OBWNNAME	OBWNNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for WND		
