FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
FCSKOAID	FCSKOAID	KOA	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		KOAID of associated Flexure Compensation System file		
FILTER	FILTER	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y	Y	Y	Y	Y	Filter name (copied from DWFILNAM)		
GUIDFWHM	GUIDFWHM	KOA	double	arcsec	FLOAT(126)	24	Y	Y	N		18.2f					Y			Y		FWHM of guide star		
GUIDTIME	GUIDTIME	KOA	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		UT of GUIDFWHM value		
MJD	MJD	KOA	double		FLOAT(126)	16	Y	Y	N		18.6f					Y			Y		Numeric version of MJD-OBS		
NEXTEN	NEXTEN	KOA	integer		NUMBER(*,0)	16	N	Y	N		11d					Y			Y		Number of image extensions (HDUs)		Use astropy to determine # of image extensions and populate keyword with that number
NPIXSAT	NPIXSAT	KOA	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		Number of pixels above saturation in mosaic		
OA	OA	KOA	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		Observing assistant		
PROPINT	PROPINT	KOA	integer		NUMBER(*,0)	16	N	Y	Y		11d		0	9999		Y	Y	Y	Y	Y	Proprietary period		
SEMESTER	SEMESTER	KOA	char		VARCHAR2(8 BYTE)	8	N	Y	Y		8s					Y			Y		WMKO observing schedule semester		
SPATSCAL	SPATSCAL	KOA	double	arcsec/pix	FLOAT(126)	16	Y	Y	N		18.4f					Y			Y		CCD pixel scale, spatial (arcsec/pixel)		
SPECRES	SPECRES	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Nominal spectral resolution		Get with Luca/Carlos to calculate
UT	UT	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	Y	time	16s					Y	Y	Y	Y	Y	UT time of observation, in format HH:MM:SS.XX		
WAVEBLUE	WAVEBLUE	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		1000	11000		Y	Y	Y	Y	Y	Wavelength at blue end (angstroms)		SP: G[GRATEPOS]TLTWAV +- spectral length of grating
WAVECNTR	WAVECNTR	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		1000	11000		Y			Y		Central wavelength (angstroms)		IM: 4000-10500 and use filter ranges/cutoffs
WAVERED	WAVERED	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		1000	11000		Y	Y	Y	Y	Y	Wavelength at red end (angstroms)		Using grating to determine range
WXDOMHUM	WXDOMHUM	KOA	double	percent	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Dome humidity at WXTIME		
WXDOMTMP	WXDOMTMP	KOA	double	C	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Dome temperature at WXTIME		
WXDWPT	WXDWPT	KOA	double	C	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Dewpoint at WXTIME		
WXOUTHUM	WXOUTHUM	KOA	double	percent	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Outside humidity at WXTIME		
WXOUTTMP	WXOUTTMP	KOA	double	C	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Outside temperature at WXTIME		
WXPRESS	WXPRESS	KOA	double	mb	FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Pressure at WXTIME		
WXTIME	WXTIME	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Time of weather measurements		
WXWNDIR	WXWNDIR	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Wind directionat WXTIME		
WXWNDSP	WXWNDSP	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y			Y		Wind speed at WXTIME		
ABFREQ	ABFREQ	DEIMOS	integer	Hz	NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		anti-blooming frequency		
AIRMASS	AIRMASS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		air mass		
AIRPRESS	AIRPRESS	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		air pressure status		
AMPLIST	AMPLIST	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		amplifier list		
AMPMODE	AMPMODE	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		amplifier mode		
AMPPSIZE	AMPPSIZE	DEIMOS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		amplifier size		
ANTIBLM	ANTIBLM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		anti-blooming status		
AUTOPANE	AUTOPANE	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		autopane window		
AUTOSHUT	AUTOSHUT	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		autoshutter		
AXESTAT	AXESTAT	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		telescope tracking status		
AZ	AZ	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		azimuth		
BAYBFAN	BAYBFAN	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		electronic bay B fan		
BAYCFAN	BAYCFAN	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		electronic bay C fan		
BINNING	BINNING	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		binning		
BITPIX	BITPIX	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		number of bits per pixel		
BSCALE	BSCALE	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		default scaling factor		
BZERO	BZERO	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		offset data range with data range of unsigned short		
CALOCAL	CALOCAL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		collimation local (azimuth)		
CCDGAIN	CCDGAIN	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		gain		
CCDPSIZE	CCDPSIZE	DEIMOS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		pixel size		
CCDSPEED	CCDSPEED	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		readout speed		
CCDSUM	CCDSUM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		ccd on-chip summing		
CELOCAL	CELOCAL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		collimation local (elevation)		
CHECKSUM	CHECKSUM	DEIMOS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		HDU checksum		
COOLFAN	COOLFAN	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		cooling fan		
COOLFLOW	COOLFLOW	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		cooling flow		
CURRINST	CURRINST	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		current instrument		
DARKTIME	DARKTIME	DEIMOS	double	sec	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Time between end of CCD erase sequence and beginning of CCD readout. The value that should be used for dark current correction.		
DATASUM	DATASUM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		data unit checksum		
DATE	DATE_UT	DEIMOS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		16s					Y			Y		file creation date		
DATE_BEG	DATE_BEG	DEIMOS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		beginning datetime of exposure		
DATE_END	DATE_END	DEIMOS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y			Y		end datetime of exposure		
DATE-OBS	DATE_OBS	DCS	char		DATE	16	N	Y	Y	date	32s	Y				Y	Y	Y	Y	Y	observing date		
DCSSTAT	DCSSTAT	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		drive control system status		
DCSVERS	DCSVERS	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		drive control system version		
DDEC	DDEC	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		differential tracking rate (dec)		
DEC	CDEC	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N	angle	11s	Y				Y	Y	Y	Y	Y	declination		
DETCNFID	DETCNFID	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		mosaic detector configuration id		
DETECTOR	DETECTOR	DEIMOS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		detector		
DETLSIZE	DETLSIZE	DEIMOS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		detector size		
DOMEPOSN	DOMEPOSN	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		dome position		
DOMESTAT	DOMESTAT	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		dome status		
DRA	DRA	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		differential tracking rate (RA)		
DTRACK	DTRACK	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		differential tracking status		
DWFILCAL	DWFILCAL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Filter wheel calibration state		
DWFILFOP	DWFILFOP	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Filter wheel fiducial light source		
DWFILMOD	DWFILMOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Filter wheel control mode		
DWFILNAM	DWFILNAM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Filter name		
DWFILORD	DWFILORD	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		Filter wheel ordinal position (conversion of DWFILRAW)		
DWFILRAW	DWFILRAW	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		Filter wheel raw position (stage encoder counts)		
DWFILSTA	DWFILSTA	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Filter status		
DWFILTOR	DWFILTOR	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Filter torque		
DWFILTRG	DWFILTRG	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		Filter target		
DWFILVAL	DWFILVAL	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Filter wheel position (degrees)		
DWFOCCAL	DWFOCCAL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera focus status		
DWFOCFOP	DWFOCFOP	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera focus fiducial status		
DWFOCMOD	DWFOCMOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera focus mode		
DWFOCNAM	DWFOCNAM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera focus named position		
DWFOCORD	DWFOCORD	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera focus ordinal position		
DWFOCRAW	DWFOCRAW	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera focus raw position		
DWFOCSTA	DWFOCSTA	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera focus status		
DWFOCTOR	DWFOCTOR	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		camera focus torque		
DWFOCTRG	DWFOCTRG	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera focus target		
DWFOCVAL	DWFOCVAL	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		camera focus value		
DWXL8CAL	DWXL8CAL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera translation stage status		
DWXL8FOP	DWXL8FOP	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera translation stage fiducial status		
DWXL8MOD	DWXL8MOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera translation stage mode		
DWXL8NAM	DWXL8NAM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera translation stage named position		
DWXL8ORD	DWXL8ORD	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera translation stage ordinal position		
DWXL8RAW	DWXL8RAW	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera translation stage raw position		
DWXL8STA	DWXL8STA	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		camera translation stage status		
DWXL8TOR	DWXL8TOR	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		camera translation stage torque		
DWXL8TRG	DWXL8TRG	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		camera translation stage target		
DWXL8VAL	DWXL8VAL	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		camera translation stage value		
EL	EL	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		elevation		
ELAPTIME	ELAPTIME	DEIMOS	integer	sec	NUMBER(*,0)	16	Y	Y	Y		11d		0	12500		Y	Y	Y	Y	Y	elapsed time		
EQUINOX	EQUINOX	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y	Y	Y	Y	Y	equinox		
ERASECNT	ERASECNT	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		erase count		
ERASLINE	ERASLINE	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		erase line		
EXPTIME	EXPTIME	DEIMOS	double	sec	FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		exposure time		
EXTEND	EXTEND	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		FITS extensions		
FCSCCNOX	FCSCCNOX	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		FCS crosscorrection conflicts (X-axis)		
FCSCCNOY	FCSCCNOY	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		FCS crosscorrection conflicts (Y-axis)		
FCSCUSEL	FCSCUSEL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		FCS active CuAr lamp		
FCSEXNOX	FCSEXNOX	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		FCS excessive correction (X-axis)		
FCSEXNOY	FCSEXNOY	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		FCS excessive correction (Y-axis)		
FCSIMGFI	FCSIMGFI	DEIMOS	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y			Y		FCS image file		
FCSMODE	FCSMODE	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		FCS mode		
FCSREFFI	FCSREFFI	DEIMOS	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y			Y		FCS reference image		
FCSRMSX1	FCSRMSX1	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS crosscorrection RMS (X-axis, detector 1)		
FCSRMSX2	FCSRMSX2	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS crosscorrection RMS (X-axis, detector 2)		
FCSRMSXD	FCSRMSXD	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS correction difference (X-axis)		
FCSRMSXM	FCSRMSXM	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS correction mean (X-axis)		
FCSRMSY1	FCSRMSY1	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS crosscorrection RMS (Y-axis, detector 1)		
FCSRMSY2	FCSRMSY2	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS crosscorrection RMS (Y-axis, detector 2)		
FCSRMSYD	FCSRMSYD	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS correction difference (Y-axis)		
FCSRMSYM	FCSRMSYM	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		FCS correction mean (Y-axis)		
FCSSKIPS	FCSSKIPS	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		FCS skip counter value		
FCSTRACK	FCSTRACK	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		FCS tracking status		
FLAMP3	FLAMP3	DCS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		flatlamp 3		
FLAMP4	FLAMP4	DCS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		flatlamp 4		
FLAMP5	FLAMP5	DCS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		flatlamp 5		
FLAMP6	FLAMP6	DCS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		flatlamp 6		
FLAMPS	FLAMPS	DEIMOS	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y			Y		imaging flatlamp		
FLIMAGIN	FLIMAGIN	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		spectroscopy flatlamp		
FLSPECTR	FLSPECTR	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		focal station		
FOCALSTN	FOCALSTN	DCS	char		VARCHAR2(48 BYTE)	48	Y	Y	N		48s					Y			Y		Telescope focal station		
FOCUSDIF	FOCUSDIF	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		focus difference		
FOCUSMOD	FOCUSMOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		focus mode		
FOCUSOFF	FOCUSOFF	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		focus offset		
FOCUSRAW	FOCUSRAW	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		focus raw encoder position		
FOCUSTOF	FOCUSTOF	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		focus target offset		
FOCUSTRG	FOCUSTRG	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		focus target		
FOCUSTUS	FOCUSTUS	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		focus target user offset		
FOCUSUSR	FOCUSUSR	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		focus user value		
FOCUSVAL	FOCUSVAL	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		focus value		
FRAME	FRAME	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		reference frame		
FRAMENO	FRAMENO	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y	Y	Y	Y	Y	frame number		
G3TLTCAL	G3TLTCAL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 3 tilt status		
G3TLTENC	G3TLTENC	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt encoder		
G3TLTFOP	G3TLTFOP	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 3 tilt fiducial		
G3TLTMOD	G3TLTMOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 3 tilt mode		
G3TLTNAM	G3TLTNAM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 3 tilt named position		
G3TLTNOM	G3TLTNOM	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt nominal position		
G3TLTOFF	G3TLTOFF	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt offset		
G3TLTORD	G3TLTORD	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt ordinal position		
G3TLTRAW	G3TLTRAW	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt raw position		
G3TLTSTA	G3TLTSTA	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 3 tilt status		
G3TLTTOR	G3TLTTOR	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		grating 3 tilt torque		
G3TLTTRG	G3TLTTRG	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 3 tilt target		
G3TLTVAL	G3TLTVAL	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		grating 3 tilt value		
G3TLTWAV	G3TLTWAV	DEIMOS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		grating 3 tilt wavelength		
G4TLTCAL	G4TLTCAL	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 4 tilt status		
G4TLTENC	G4TLTENC	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 4 tilt encoder		
G4TLTFOP	G4TLTFOP	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 4 tilt fiducial		
G4TLTMOD	G4TLTMOD	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 4 tilt mode		
G4TLTNAM	G4TLTNAM	DEIMOS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		grating 4 tilt named position		
G4TLTNOM	G4TLTNOM	DEIMOS	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y			Y		grating 4 tilt nominal position		
