FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
ASIC2TMP	ASIC2TMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												SCAM ASIC temperature		
ASICCFG	ASICCFG	Native	char		VARCHAR2(72 BYTE)	72	Y	Y	N												Sidecar configuration file name		
AUTACTIV	AUTACTIV	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												DCS guider active		
AUTFWHM	AUTFWHM	Native	double	pixels	FLOAT(126)	32	Y	Y	N												DCS guider FWHM		
AUTXCENT	AUTXCENT	Native	double	arcsec	FLOAT(126)	32	Y	Y	N												DCS guider x centroid		
AUTYCENT	AUTYCENT	Native	double	arcsec	FLOAT(126)	32	Y	Y	N												DCS guider y centroid		
AXESTAT	AXESTAT	Native	char	n/a	VARCHAR2(24 BYTE)	24	Y	Y	N												axes control status		
AZ	AZ	Native	double	degrees	FLOAT(126)	32	Y	Y	N												telescope azimuth (-57.25 deg)		
BADPIX	BADPIX	Native	char		VARCHAR2(72 BYTE)	72	Y	Y	N												FITS filename containing bad pixel		
BITPIX	BITPIX	Native	integer		NUMBER(*,0)	16	Y	Y	N												Bits per pixel		
BNCH1TMP	BNCH1TMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												Bench heater temperature		
BNCH2TMP	BNCH2TMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												Bench heater temperature		
BSCALE	BSCALE	Native	double		FLOAT(126)	32	Y	Y	N												Scaling factor		
BZERO	BZERO	Native	double		FLOAT(126)	32	Y	Y	N												Scaling zero-point		
CALCPOS	CALCPOS	Native	integer	n/a	INTEGER	16	Y	Y	N												Cal. Cover Position, 0=out, 1=in		
CALMPOS	CALMPOS	Native	char	n/a	VARCHAR2(8 BYTE)	8	Y	Y	N												Cal. Mirror Position, 0=out, 1=in		
CALOCAL	CALOCAL	Native	double	arcseconds	FLOAT(126)	32	Y	Y	N												collimation azimuth local (5.5 arcsec)		
CALPPOS	CALPPOS	Native	char	n/a	VARCHAR2(8 BYTE)	8	Y	Y	N												Cal. Pinhole Position, 0=out, 1=in		
CD1_1	CD1_1	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Degrees of RA per pixel in x		
CD1_2	CD1_2	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Degrees of RA per pixel in x		
CD2_1	CD2_1	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Degrees of DEC per pixel in x		
CD2_2	CD2_2	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Degrees of DEC per pixel in y		
CELLDRAN	CELLDRAN	Native	double	volts	FLOAT(126)	32	Y	Y	N												CELLDRAIN (0x6008) voltage		
CELOCAL	CELOCAL	Native	double	arcseconds	FLOAT(126)	32	Y	Y	N												collimation elevation local (24.7 arcsec)		
CH1TMP	CH1TMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												CCR 1050 temperature		
CH2TMP	CH2TMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												CCR 350 temperature		
CNAME1	CNAME1	Native	char		VARCHAR2(24 BYTE)	24	Y	Y	N												Descriptive name of WCS axis 1		
CNAME2	CNAME2	Native	char		VARCHAR2(24 BYTE)	24	Y	Y	N												Descriptive name of WCS axis 2		
CNTSPERS	CNTSPERS	Native	integer		NUMBER(*,0)	16	Y	Y	N												Data written in counts per second		
COADD	COADD	Added	integer		NUMBER(*,0)	16	Y	Y	N												Copy of COADDS (spec) or COADDS2 (scam)		
COADDONE	COADDONE	Native	integer		NUMBER(*,0)	16	Y	Y	N												Number of completed coadds		
COADDS	COADDS	Native	integer		NUMBER(*,0)	16	Y	Y	N												Number of coadds		
CRASH	CRASH	Added	char		VARCHAR2(7 BYTE)	8	Y	Y	N						Yes,No						NIRSPEC server crash detected?		
CRPIX1	CRPIX1	Native	double	degrees	FLOAT(126)	32	Y	Y	N												X coordinate of center pixel		
CRPIX2	CRPIX2	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Y coordinate of center pixel		
CRVAL1	CRVAL1	Native	double	degrees	FLOAT(126)	32	Y	Y	N												RA of center pixel		
CRVAL2	CRVAL2	Native	double	degrees	FLOAT(126)	32	Y	Y	N												DEC of center pixel		
CRYOTEMP	CRYOTEMP	Native	double		FLOAT(126)	32	Y	Y	N												PICNIC cold head temperature		
CTYPE1	CTYPE1	Native	char	degrees	VARCHAR2(24 BYTE)	24	Y	Y	N												Coordinate type of WCS axis 1		
CTYPE2	CTYPE2	Native	char	degrees	VARCHAR2(24 BYTE)	24	Y	Y	N												Coordinate type of WCS axis 2		
CUNIT1	CUNIT1	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												Physical unit of WCS axis 1		
CUNIT2	CUNIT2	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												Physical unit of WCS axis 2		
CURRINST	CURRINST	Native	char		VARCHAR2(24 BYTE)	24	Y	Y	N												current instrument		
DATAFILE	DATAFILE	Native	char		VARCHAR2(72 BYTE)	72	Y	Y	N												Datafile name		
DATLEVEL	DATLEVEL	Added	integer	n/a	NUMBER(*,0)	16	N	Y	N												Data reduction level		
DCSSTAT	DCSSTAT	Native	char	n/a	VARCHAR2(25 BYTE)	24	Y	Y	N												drive and control status		
DCSVERS	DCSVERS	Native	char	n/a	VARCHAR2(25 BYTE)	24	Y	Y	N												drive and control version		
DDEC	DDEC	Native	double	arcseconds/sec	FLOAT(126)	32	Y	Y	N												differential declination rate		
DECBASE	DECBASE	Native	char	hh:mm:ss.ss	VARCHAR2(16 BYTE)	16	Y	Y	N												DCS DEC base		
DECOFF	DECOFF	Native	double		FLOAT(126)	32	Y	Y	N												DCS DEC offset		
DETBIAS	DETBIAS	Native	integer	DN	NUMBER(*,0)	16	Y	Y	N												Detector bias setting (0-4096)		
DETGAIN	DETGAIN	Added	double		FLOAT(126)	32	Y	Y	N												Detector gain		
DETRN	DETRN	Added	double		FLOAT(126)	32	Y	Y	N												Detector read noise		
DISPPOS	DISPPOS	Native	double		FLOAT(126)	32	Y	Y	N												Cross Disperser position		
DMGAIN	DMGAIN	Native	double		FLOAT(126)	32	Y	Y	N												Set DM loop gain		
DMMRFN	DMMRFN	Native	char		VARCHAR2(24 BYTE)	24	Y	Y	N												Name of DM reconstructor file		
DOMEPOSN	DOMEPOSN	Native	double	degrees	FLOAT(126)	32	Y	Y	N												dome azimuth (302.81 deg)		
DOMESTST	DOMESTST	Native	char		VARCHAR2(16 BYTE)	16	Y	N	N												DCS dome status string		
DQA_DATE	DQA_DATE	Added	char		TIMESTAMP(6)	32	N	Y	N												Date of DQA run		
DQA_VERS	DQA_VERS	Added	char	n/a	VARCHAR2(8 BYTE)	8	N	Y	N												DQA version number		
DRA	DRA	Native	double	seconds/sec	FLOAT(126)	32	Y	Y	N												differential right ascension rate		
DRAIN	DRAIN	Native	double	volts	FLOAT(126)	32	Y	N	N												DRAIN (0x600A) voltage		
DSUB	DSUB	Native	double	volts	FLOAT(126)	32	Y	Y	N												DSUB (0x6002) voltage		
DTCLP	DTCLP	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												OPEN/CLOSE TT CLMP ctrl loop		
DTGAIN	DTGAIN	Native	double	n/a	FLOAT(126)	32	Y	Y	N												Set TT loop gain		
DTRACK	DTRACK	Added	char		VARCHAR2(11 BYTE)	16	Y	Y	N												differential tracking enabled		
DTSENSOR	DTSENSOR	Native	char		VARCHAR2(8 BYTE)	8	Y	Y	N												Select WFS or STRAP		
EL	EL	Native	double	degrees	FLOAT(126)	32	Y	Y	N												telescope elevation (52.31 deg)		
ENDX	ENDX	Native	integer		NUMBER(*,0)	16	Y	Y	N												Sub-array end x pixel		
ENDY	ENDY	Native	integer		NUMBER(*,0)	16	Y	Y	N												Sub-array end y pixel		
ETALON	ETALON	Native	char	n/a	VARCHAR2(8 BYTE)	8	Y	Y	N												Etalon lamp: 1=on, 0=off		
EXTEND	EXTEND	Native	char		VARCHAR2(8 BYTE)	8	Y	Y	N												FITS dataset may contain extensions		
FEUMPOS	FEUMPOS	Native	char		VARCHAR2(8 BYTE)	8	Y	Y	N												FEU fold mirror position		
FIL1POS	FIL1POS	Native	integer	n/a	NUMBER(*,0)	16	Y	Y	N												Filter 1 Position		
FIL2POS	FIL2POS	Native	integer	n/a	NUMBER(*,0)	16	Y	Y	N												Filter 2 Position		
FILENAME	FILENAME	Native	char	n/a	VARCHAR2(31 BYTE)	32	Y	Y	N												Original File Name		
FILENUM	FILENUM	Native	integer	n/a	NUMBER(*,0)	16	Y	Y	N												Frame Number		
FILENUM2	FILENUM2	Native	integer	n/a	NUMBER(*,0)	16	Y	Y	N												Frame Number		
FLAT	FLAT	Native	integer	n/a	NUMBER(*,0)	16	Y	Y	N												Flat lamp: 1=on, 0=off		
FLIMAGIN	FLIMAGIN	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												DCS dome lamp imaging mode		
FLSPECTR	FLSPECTR	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												DCS dome lamp spectra mode		
FOCALSTN	FOCALSTN	Native	char	n/a	VARCHAR2(32 BYTE)	32	Y	Y	N												focal station		
FREQ_SPE	FREQ_SPE	Native	integer		NUMBER(*,0)	16	Y	Y	N												Preamp Filtering Frequence setting 1-4		
GAIN_SPE	GAIN_SPE	Native	integer		NUMBER(*,0)	16	Y	Y	N												Preamp gain setting 1-4		
GROUPID	GROUPID	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Identifier for a group of images		
GROUPS	GROUPS	Native	integer		NUMBER(*,0)	16	Y	Y	N												Requested number of sampling groups		
GRPDONE	GRPDONE	Native	integer		NUMBER(*,0)	16	Y	Y	N												Number of completed groups in last coadd		
GUIDFWHM	GUIDFWHM	Added	double	arcseconds	FLOAT(126)	32	Y	Y	N												FWHM of NIRSPEC guide star		
GUIDING	GUIDING	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												DCS guiding status		
GUIDTIME	GUIDTIME	Added	char	hh:mm:ss.ss	VARCHAR2(16 BYTE)	16	Y	Y	N												UT of logger GUIDFWHM value		
GUIDWAVE	GUIDWAVE	Native	double		FLOAT(126)	32	Y	Y	N												guiderstar-wavelength		
HA	HA	Native	char	hh:mm:ss.ss	VARCHAR2(24 BYTE)	24	Y	Y	N												telescope hour angle (+02:36:45.01 h)		
HALOGEN	HALOGEN	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												Halogen (flat) lamp status		
HALOLEV	HALOLEV	Native	integer	pct	NUMBER(*,0)	16	Y	Y	N												Halogen lamp intensity		
HATCH	HATCH	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												Hatch position		
HEART_01	HEART_01	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_02	HEART_02	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_03	HEART_03	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_04	HEART_04	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_05	HEART_05	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_06	HEART_06	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_07	HEART_07	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_08	HEART_08	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_09	HEART_09	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_10	HEART_10	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_11	HEART_11	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_12	HEART_12	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HEART_13	HEART_13	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Heartbeat active		
HRPSTYPE	HRPSTYPE	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N												Vertical reference pixel subtraction type		
HXRGCFG1	HXRGCFG1	Native	char		VARCHAR2(48 BYTE)	48	Y	Y	N												ASIC Regs		
HXRGCFG2	HXRGCFG2	Native	char		VARCHAR2(48 BYTE)	48	Y	Y	N												ASIC Regs		
IMAGEMD	IMAGEMD	Added	double	DN	FLOAT(126)	32	Y	Y	N												Imaging pixels, median (DN)		
IMAGEMN	IMAGEMN	Added	double	DN	FLOAT(126)	32	Y	Y	N												Imaging pixels, mean (DN)		
IMAGESD	IMAGESD	Added	double	DN	FLOAT(126)	32	Y	Y	N												Imaging pixels, standard deviation (DN)		
INSTANGL	INSTANGL	Native	double		FLOAT(126)	32	Y	Y	N												prog-to-instrument angle		
INSTRUME	INSTRUME	Native	char	n/a	VARCHAR2(72 BYTE)	72	N	Y	Y						NIRSPEC,NIRSPAO						Instrument name		
INSTSTAT	INSTSTAT	Added	integer	n/a	NUMBER(*,0)	16	Y	Y	N												KOA instrument status		
IROTLOC	IROTLOC	Native	double		FLOAT(126)	32	Y	Y	N												Step position of Image rotator		
IROTPOS	IROTPOS	Native	double	degrees	FLOAT(126)	32	Y	Y	N												Image rotator position		
ISAO	ISAO	Added	char	n/a	VARCHAR2(8 BYTE)	8	Y	Y	N						yes, no						Is adaptive optics in use?		
ITIME	ITIME	Native	integer	milliseconds	NUMBER(*,0)	16	Y	Y	N												Integration time per coadd		
JADEFILE	JADEFILE	Native	char		VARCHAR2(72 BYTE)	72	Y	Y	N												Jade		
JADENAME	JADENAME	Native	char		VARCHAR2(32 BYTE)	32	Y	Y	N												Name of Jade		
KRYPTON	KRYPTON	Native	char	n/a	VARCHAR2(8 BYTE)	8	Y	Y	N												Krypton lamp: 1=on, 0=off		
LGRMSWF	LGRMSWF	Native	double		FLOAT(126)	32	Y	Y	N												LGSAO RMS WF Residual		
LNCANTMP	LNCANTMP	Native	double	degK	FLOAT(126)	32	Y	Y	N												LN2 can temperature		
LSAMPPWR	LSAMPPWR	Native	double	watts	FLOAT(126)	32	Y	Y	N												Amp Power (watts)		
LSPROP	LSPROP	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Laser Propagating		
LST	LST	Native	char	hh:mm:ss.ss	VARCHAR2(24 BYTE)	24	Y	N	N												local apparent sidereal time (h)		
LTM1_1	LTM1_1	Native	double		FLOAT(126)	32	Y	Y	N												CCD to image pixel scale in X		
LTM2_2	LTM2_2	Native	double		FLOAT(126)	32	Y	Y	N												CCD to image pixel scale in Y		
MJD	MJD	Native	double	days	FLOAT(126)	32	Y	Y	N												DCS modified julian day		
MULTISCA	MULTISCA	Native	integer		NUMBER(*,0)	16	Y	Y	N												Number of multiple reads (scam)		
MULTISPE	MULTISPE	Native	integer		NUMBER(*,0)	16	Y	Y	N												Number of multiple reads (spec)		
NAXIS	NAXIS	Native	integer		NUMBER(*,0)	16	Y	Y	N												Numbe of data axes		
NAXIS1	NAXIS1	Native	integer		NUMBER(*,0)	16	Y	Y	N												Length of data axis 1		
NAXIS2	NAXIS2	Native	integer		NUMBER(*,0)	16	Y	Y	N												Length of data axis 2		
NEON	NEON	Native	char		VARCHAR2(8 BYTE)	8	Y	Y	N												Neon lamp status		
NLINEAR	NLINEAR	Added	integer	DN	NUMBER(*,0)	16	Y	Y	N												Number of pixels above linearity		
NPIXSAT	NPIXSAT	Added	integer	DN	NUMBER(*,0)	16	Y	Y	N												Number of saturated pixels (65535 DN)		
NUMREADS	NUMREADS	Native	integer		NUMBER(*,0)	16	Y	Y	N												Requested number of reads		
OA	OA	Added	char	n/a	VARCHAR2(72 BYTE)	72	Y	Y	N												Observing assistant		
OBAMNAME	OBAMNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for AFM		
OBFMDREN	OBFMDREN	Native	double	n/a	FLOAT(126)	32	Y	Y	N												FSM Coordinated move use dar		
OBFMXIM	OBFMXIM	Native	double	mm	FLOAT(126)	32	Y	Y	N												Image plane x motion for FSM (0.61 mm)		
OBFMXPU	OBFMXPU	Native	double		FLOAT(126)	32	Y	Y	N												Pupil plane x motion for FSM (0.00 subaps)		
OBFMYIM	OBFMYIM	Native	double	mm	FLOAT(126)	32	Y	Y	N												Image plane y motion for FSM (-0.70 mm)		
OBFMYPU	OBFMYPU	Native	double		FLOAT(126)	32	Y	Y	N												Pupil plane y motion for FSM (		
OBFSNAME	OBFSNAME	Native	char	n/a	VARCHAR2(24 BYTE)	24	Y	Y	N												Named position control for FSS		
OBIMNAME	OBIMNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for ISM		
OBJECT	OBJECT	Native	char	n/a	VARCHAR2(72 BYTE)	72	Y	Y	N												Object name		
OBLBNAME	OBLBNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for LBS		
OBLBX	OBLBX	Native	double	mm	FLOAT(126)	32	Y	Y	N												User-value-of-LBS-x-axis		
OBLBY	OBLBY	Native	double	mm	FLOAT(126)	32	Y	Y	N												User-value-of-LBS-y-axis		
OBRT	OBRT	Native	double	degrees	FLOAT(126)	32	Y	Y	N												User value of ROT (31.4380 deg)		
OBSDNAME	OBSDNAME	Native	char	n/a	VARCHAR2(24 BYTE)	24	Y	Y	N												Named position control for SOD		
OBSERVER	OBSERVER	Native	char	n/a	VARCHAR2(72 BYTE)	72	Y	Y	N												Observer		
OBSFNAME	OBSFNAME	Native	char	n/a	VARCHAR2(24 BYTE)	24	Y	Y	N												Named position control for SFP		
OBSFX	OBSFX	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of SFP x axis (-119.00 mm)		
OBSFY	OBSFY	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of SFP y axis (0.00 mm)		
OBSFZ	OBSFZ	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of SFP z axis (0.00 mm)		
OBSI	OBSI	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of SFD (mm)		
OBSMODE	OBSMODE	Native	char		VARCHAR2(16 BYTE)	16	Y	Y	N						Spectroscopy,Imaging						Observing mode		
OBSNNAME	OBSNNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for SND		
OBSTYPE	OBSTYPE	Native	char		VARCHAR2(24 BYTE)	24	Y	Y	N												Observation type		
OBSWNAME	OBSWNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for SFW		
OBSWSTA	OBSWSTA	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												White light power status		
OBTSNAME	OBTSNAME	Native	char	n/a	VARCHAR2(16 BYTE)	16	Y	Y	N												Named position control for TSS		
OBTSX	OBTSX	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of TSS x axis (mm)		
OBTSY	OBTSY	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of TSS y axis (mm)		
OBTSZ	OBTSZ	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of TSS z axis (mm)		
OBWCNAME	OBWCNAME	Native	char	n/a	VARCHAR2(24 BYTE)	24	Y	Y	N												Named position control for WCS		
OBWF	OBWF	Native	double	mm	FLOAT(126)	32	Y	Y	N												User value of FCS (-6.102 mm)		
