FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
ALOUTDIR	ALOUTDIR		char		VARCHAR2(78 BYTE)	78	Y	Y	N		78s					Y					Data directory	/usr/local/caltech/nirc2/data/nirc1/2023mar21/	
ALRTNAME	ALRTNAME		char		VARCHAR2(78 BYTE)	78	Y	Y	N		78s					Y					Image file root name	n	
ALSMPMOD	ALSMPMOD		integer		NUMBER(16)	16	Y	Y	N		16d					Y					Sampling mode (1:Single 2:CDS 3:MCDS 4:UTR)	3	
ALSMPRAT	ALSMPRAT		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[kHz] Pixel sampling rate	200	
ALTRACK	ALTRACK		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Pupil mask rotator tracking	No	
ALX_EXT	ALX_EXT		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] X extent of the subarray (multiple of 32)	1024	
ALY_EXT	ALY_EXT		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] Y extent of the subarray (multiple of 8)	1024	
AOAOAMED	AOAOAMED	ao	double		FLOAT(126)	20	Y	Y	N		20d				open, closed	Y					AO WFC AOA camera median light		
AOCOMODE	AOCOMODE	ao-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO coma offloading mode		
AODELAY	AODELAY	nirc2	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Delay after AO locks		
AODMSTAT	AODMSTAT	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO deformable mirror loop stat		
AODRDTEN	AODRDTEN	ao	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO DAR DTT CTRLOFF ENABLE		
AODRENA	AODRENA	ao	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO DAR_ENABLE/DISABLE		
AODTSTAT	AODTSTAT	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO downlink tip/tilt loop stat		
AOFCC0LG	AOFCC0LG	ao-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO FC C0 LGSAO		
AOFCC0N2	AOFCC0N2	ao-legacy	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO FC C0 NIRC2		
AOFCCOOS	AOFCCOOS	ao-legacy	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO-FC-C0-OSIRIS		
AOFCLBCT	AOFCLBCT	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO FC LBWFS control		
AOFCLBFO	AOFCLBFO	ao	double	m	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO FC LBWFS pregain focus calc val 		
AOFCLGCT	AOFCLGCT	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO FC LGS control		
AOFCLGFO	AOFCLGFO	ao	double	m	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO FC LGS pregain focus calc val 		
AOFCNGCT	AOFCNGCT	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO FC NGS control		
AOFCNGFO	AOFCNGFO	ao	double	m	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO FC NGS Focus Calc Value		
AOFCSALT	AOFCSALT	ao	integer	m	NUMBER(38)	20	Y	Y	N		20d					Y					AO FC sodium alt preset 		
AOFMX	AOFMX	ao	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO field steering mirrors X position 		
AOFMY	AOFMY	ao	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO field steering mirrors Y position		
AOFOMODE	AOFOMODE	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO focus offloading mode		
AOLBFWHM	AOLBFWHM	ao	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO LBWFS avg fwhm		
AOLPMOVE	AOLPMOVE	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO LSP MOVE ENABLE		
AOMOD	AOMOD		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					AO mode used for QACITS	NGS	
AOOPSMOD	AOOPSMOD	ao	integer		NUMBER(38)	20	Y	Y	N		20d					Y					AO General Ops Mode FITS		
AOOPSMODE	AOOPSMODE	ao-legacy	integer		NUMBER(38)	20	Y	Y	N		20d					Y					AO General Ops Mode		
AOSTAT	AOSTAT	ao-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO control status		
AOSTST	AOSTST	ao-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO state		
AOTSDAR	AOTSDAR	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO TSS_USE_DAR		
AOTSX	AOTSX	ao	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO tip/tilt sensor stage X position		
AOTSY	AOTSY	ao	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO tip/tilt sensor stage Y position		
AOTSZ	AOTSZ	ao	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					AO tip/tilt sensor stage Z position		
AOTTMODE	AOTTMODE	ao	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					AO tip/tilt offloading mode		
AOWFC0	AOWFC0	ao	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					AO WFS focus stage FSM coefficient 0		
ARGONPWR	ARGONPWR	nirc2 added	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Argon lamp control		
AUTACTIV	AUTACTIV		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Guider active	no	
AUTFWHM	AUTFWHM		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[pix] DCS Guider fwhm	1.885019	
AUTXCENT	AUTXCENT		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[asec] DCS Guider x centroid	-38.8	
AUTYCENT	AUTYCENT		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[asec] DCS Guider y centroid	156	
AXESTAT	AXESTAT	dcs	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					axes control status		
AZ	AZ	dcs	double	degrees	FLOAT(126)	20	Y	Y	N		18.8f					Y					telescope azimuth	58	
BITPIX	BITPIX	alad	integer		NUMBER(38)	8	Y	Y	N		8d					Y					Bits per pixel		
BSCALE	BSCALE	alad	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Scaling factor		
BZERO	BZERO	alad	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Scaling zero-pointeger		
CAL_ARCH	CAL_ARCH		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Archon time in 10ns per tick at CAL_SYS	5.25E+13	
CAL_SYS	CAL_SYS		char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					system time at CAL_ARCH	2023-03-21T01:17:21.480153	
CALOCAL	CALOCAL	dcs	double	arcsec	FLOAT(126)	20	Y	Y	N		18.8f					Y					collimation azimuth local		
CAMD_VER	CAMD_VER		char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					camerad build date	Mar	
CAMDIST	CAMDIST	nirc2	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					camera slider's distance from from home 		
CAMERA	CAMERA	nirc2	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y				Y	Detector/Camera name		
CAMNAME	CAMNAME	nirc2	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y				Y	camera slider's named position		
CAMRAW	CAMRAW	nirc2	integer	counts	NUMBER(38)	20	Y	Y	N		20d					Y					camera slider's encoder position		
CAMSTAT	CAMSTAT	legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					camera slider's current state		
CD1_1	CD1_1		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					coordinate transformation matrix		
CD1_2	CD1_2		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					coordinate transformation matrix		
CD2_1	CD2_1		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					coordinate transformation matrix		
CD2_2	CD2_2		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					coordinate transformation matrix		
CELOCAL	CELOCAL	dcs	double	arcsec	FLOAT(126)	20	Y	Y	N		18.8f					Y					collimation elevation local		
CENTERX	CENTERX		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[pix] QACITS initial vortex center X position	0	
CENTERY	CENTERY		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[pix] QACITS initial vortex center Y position	0	
CENWAVE	CENWAVE	nirc2	double	microns	FLOAT(126)	20	Y	Y	N		18.8f					Y					central wavelength of passband		
CHECKSUM	CHECKSUM		char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					HDU checksum updated 2023-03-23T18:26:15	9FTHAESF2ESF9ESF	
COADDOPT	COADDOPT		integer		NUMBER(16)	16	Y	Y	N		16d					Y					QACITS number of coadds for optimization images	0	
COADDPSF	COADDPSF		integer		NUMBER(16)	16	Y	Y	N		16d					Y					QACITS number of coadds for off-axis PSF image	0	
COADDS	COADDS	alad	integer		NUMBER(38)	8	Y	Y	N		8d					Y					Number of coadds		
COADDSCI	COADDSCI		integer		NUMBER(16)	16	Y	Y	N		16d					Y					QACITS number of coadds for science images	0	
COMPSTAT	COMPSTAT		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					exposure completion status	completed	
CRPIX1	CRPIX1		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					Reference pixel on the horizontal axis		
CRPIX2	CRPIX2		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					Reference pixel on the vertical axis		
CRVAL1	CRVAL1		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					Horizontal axis WCS value at the reference pixel		
CRVAL2	CRVAL2		double		FLOAT(126)	20	Y	Y	N		18.8f					Y					Vertical axis WCS value at the reference pixel		
CTYPE1	CTYPE1		char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					WCS Type of the horizontal coordinate		
CTYPE2	CTYPE2		char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					WCS Type of the vertical coordinate		
CURRINST	CURRINST	dcs	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					current instrument		
DATASUM	DATASUM		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					data unit checksum updated 2023-03-23T18:26:15	0	
DATE	DATE_UT		char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					FITS file write time	2023-03-23T18:26:15.868657	
DATE-BEG	DATE_BEG	nirc2	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					Exposure start time		
DATE-CMD	DATE_CMD	nirc2	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					Time of expose command		
DATE-END	DATE_END	nirc2	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					Exposure stop time		
DATLEVEL	DATLEVEL	added	integer		NUMBER(38)	16	Y	Y	N		16d					Y					Data reduction level		
DCSSTAT	DCSSTAT	dcs	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					drive and control status		
DDEC	DDEC	dcs	double	arcsec/sec	FLOAT(126)	20	Y	Y	N		18.8f					Y					diff decl rate		
DEC	CDEC	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		telescope declination		
DECBASE	DECBASE		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Dec base	+00:04:51.6	
DECOFF	DECOFF	dcs	double	arcsec	FLOAT(126)	20	Y	Y	N		18.8f					Y					declination offset		
DETBIAS	DETBIAS	alad	integer		NUMBER(38)	8	Y	Y	N		8d					Y					Detector bias setting (0-4096)		
DETGAIN	DETGAIN	added	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Detector gain		
DETMODE	DETMODE	added	char		VARCHAR2(10 BYTE)	10	Y	Y	N		10s				image,spec	Y				Y	Detector mode		
DETRN	DETRN	added	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Detector read noise		
DISPERS	DISPERS	added	char		VARCHAR2(10 BYTE)	10	Y	Y	N		10s					Y					Dispersion level		
DISPSCAL	DISPSCAL	added	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Detector pixel scale, dispersion		
DMGAIN	DMGAIN	ao	double		FLOAT(126)	24	Y	Y	N		18.8f					Y					Set DM loop gain		
DMMRFN	DMMRFN	ao	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					Name of DM reconstructor file		
DOMEPOSN	DOMEPOSN	dcs	double	degrees	FLOAT(126)	20	Y	Y	N		18.8f					Y					dome azimuth 	147.63	
DOMESTAT	DOMESTAT	dcs	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					dome status		
DOMESTST	DOMESTST		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Dome status string	UNINIT	
DOCAL	DOCAL		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					QACITS run calibrations sequence	No	
DOOPT	DOOPT		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					QACITS run optimization sequence	No	
DOPSF	DOPSF		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					QACITS take off-axis PSF image	No	
DOSCI	DOSCI		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					QACITS tun QACITS science sequence	No	
DPIXSKYX	DPIXSKYX		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] QACITS X offset for sky frames	1024	
DPIXSKYY	DPIXSKYY		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] QACITS Y offset for sky frames	1024	
DPIXX	DPIXX		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] QACITS X offset for off-axis PSF	0	
DPIXY	DPIXY		integer		NUMBER(16)	16	Y	Y	N		16d					Y					[pix] QACITS Y offset for off-axis PSF	0	
DQA_DATE	DQA_DATE	KOA	char		VARCHAR2(32 BYTE)	32	N	Y	N		32s					Y					Date of DQA run		
DQA_VERS	DQA_VERS	added	char		VARCHAR2(8 BYTE)	8	N	Y	N		8s					Y					DQA version number		
DRA	DRA	dcs	double	sec	FLOAT(126)	20	Y	Y	N		18.8f					Y					differential right ascension rate		
DTCLP	DTCLP	ao	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					OPEN/CLOSE TT CLMP ctrl loop		
DTGAIN	DTGAIN	ao	double		FLOAT(126)	24	Y	Y	N		18.8f					Y					Set TT loop gain		
DTRACK	DTRACK	dcs	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s				disable, enable	Y					differential tracking enabled		
DTSENSOR	DTSENSOR		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Select WFS or STRAP	WFS	
EFFITIME	EFFITIME	nirc2	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					Effective itme for reduced frame		
EFFWAVE	EFFWAVE	nirc2	double	microns	FLOAT(126)	20	Y	Y	N		18.8f					Y					effective wavelength of passband		
EL	EL	dcs	double	degrees	FLOAT(126)	20	Y	Y	N		18.8f					Y					telescope elevation 	45	
ELAPTIME	ELAPTIME	added	double	seconds	FLOAT(126)	16	Y	Y	Y		18.5f		0.0	9999.0		Y				Y	copy of ITIME		
EQUINOX	EQUINOX	dcs	double	year	FLOAT(126)	20	Y	Y	N		18.5f					Y					telescope equinox 	2000	
ESTTYPE	ESTTYPE		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					QACITS region of interest estimator type	outer_only	
EXPOSURE	EXPOSURE		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					User defined integration time	12	
EXPSTART	EXPSTART	alad	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					current instrument		
EXPSTOP	EXPSTOP	alad	char		VARCHAR2(32 BYTE)	32	Y	N	N		32s					Y					Exposure stop str (UT)		
FILE	FILEPATH		char		VARCHAR2(78 BYTE)	78	Y	Y	N		78s					Y					File	/usr/local/caltech/nirc2/data/nirc1/2023mar23/n_raw_0070.fits	
FILENAME	FILENAME	alad	char		VARCHAR2(30 BYTE)	30	Y	Y	N		30s					Y					Original File name		
FILTER	FILTER	nirc2	char		VARCHAR2(50 BYTE)	50	Y	Y	N		50s				Lp + 9holeMsk,  Ks + clear, H + clear, Lp + clear ,  Ms + clear, blank + blank , PK50_1.5 + Kcont,  K + 9holeMsk, Kp + clear, PK50_1.5 + NB2.108,  PK50_1.5 + Br_gamma,  PK50_1.5 + He1_B, J + clear , K + clear , PK50_1.5 + CO_2-0_bh, PK50_1.5 + H2_2-1, 18hole_msk + PAH, 18hole_msk + clear, PK50_1.5 + Hcont, CH4_short + PK50_1.5, H2O_ice + clear, clear + PAH,  PK50_1.5 + FeII, PK50_1.5 + PaBeta, PK50_1.5 + Jcont, Ms + 9holeMsk, H + 9holeMsk, CH4_long + PK50_1.5, Ks + 9holeMsk, J + 9holeMsk,18hole_msk + Jcont, 18hole_msk + PaBeta, 18hole_msk + Kcont, 18hole_msk + Hcont, Unknown, BrGamma2 + PK50_1.5, CH4_short + 9holeMsk, Kp + 9holeMsk, clear + clear, 18hole_msk + Br_gamma, L_undrSz + clear, 18hole_msk + CO_2-0_bh, H2O_ice + 9holeMsk, 18hole_msk + FeII,  MOVING + clear,  PK50_1.5 + MOVING,  K + MOVING, MOVING + MOVING, Kp + NB2.108, Kp + Br_gamma, Kp + Kcont, clear + FeII, clear + Hcont, PK50_1.5 + empty_07, clear + Kcont, clear + Br_gamma	Y				Y	composite filter name (both wheel)		
FIRMWARE	FIRMWARE		char		VARCHAR2(54 BYTE)	54	Y	Y	N		54s					Y					controller firmwa	/usr/local/caltech/nirc2/nirc2firmware/nirc2.acf	
FITSDIR	FITSDIR		char		VARCHAR2(54 BYTE)	54	Y	Y	N		54s					Y					Output data director	/usr/local/caltech/nirc2/data/nirc1/2023mar23	
FLIMAGIN	FLIMAGIN	dcs added	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					Flat lamp control 1		
FLSPECTR	FLSPECTR	dcs added	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					Flat lamp control 2		
FOCALSTN	FOCALSTN	dcs	char		VARCHAR2(24 BYTE)	24	Y	Y	N		24s					Y					focal station		
FRAMENO	FRAMENO	alad	integer		NUMBER(38)	16	Y	Y	Y		16d		1.0	99999.0		Y				Y	Frame number		
FRAMES	FRAMES	legacy-2 fits	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Number of frames combined		
FRMENO	FRMENO	nirc2	integer		NUMBER(16)	16	Y	Y	N		16d					Y					Image file running number		
FWIANGL	FWIANGL	nirc2	double	degrees	FLOAT(126)	20	Y	Y	N		18.8f					Y					inner filter wheel's angular position from home		
FWINAME	FWINAME	nirc2	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					inner filter wheel's named position		
FWINUM	FWINUM	nirc2	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Inner_Filter_Ordinal_Posn		
FWIRAW	FWIRAW	nirc2	integer	counts	NUMBER(38)	20	Y	Y	N		20d					Y					inner filter wheel's encoder position		
FWISTAT	FWISTAT	nirc2-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					inner filter wheel's current state		
FWOANGL	FWOANGL	nirc2	double		FLOAT(126)	20	Y	Y	N		18.8f					Y					outer filter wheel's angular position		
FWONAME	FWONAME	nirc2	char	degrees	VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					outer filter wheel's named position		
FWONUM	FWONUM	nirc2	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Outer_Filter_Ordinal_Posn		
FWORAW	FWORAW	nirc2	integer	counts	NUMBER(38)	20	Y	Y	N		20d					Y					outer filter wheel's encoder position		
FWOSTAT	FWOSTAT	nirc2-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					outer filter wheel's current state		
GAIN	GAIN	alad	integer		NUMBER(38)	20	Y	Y	N		20d					Y					Detector Gain Setting		
GAIN20	GAIN20		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 20	1	
GAIN21	GAIN21		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 21	1	
GAIN22	GAIN22		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 22	1	
GAIN23	GAIN23		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 23	1	
GAIN24	GAIN24		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 24	1	
GAIN25	GAIN25		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 25	1	
GAIN26	GAIN26		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 26	1	
GAIN27	GAIN27		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 27	1	
GAIN28	GAIN28		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 28	1	
GAIN29	GAIN29		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 29	1	
GAIN30	GAIN30		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 30	1	
GAIN31	GAIN31		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 31	1	
GAIN32	GAIN32		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 32	1	
GAIN33	GAIN33		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 33	1	
GAIN34	GAIN34		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 34	1	
GAIN35	GAIN35		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 35	1	
GAIN38	GAIN38		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 38	1	
GAIN39	GAIN39		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 39	1	
GAIN40	GAIN40		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 40	1	
GAIN41	GAIN41		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 41	1	
GAIN42	GAIN42		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 42	1	
GAIN43	GAIN43		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 43	1	
GAIN44	GAIN44		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 44	1	
GAIN45	GAIN45		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 45	1	
GAIN46	GAIN46		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 46	1	
GAIN47	GAIN47		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 47	1	
GAIN48	GAIN48		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 48	1	
GAIN49	GAIN49		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 49	1	
GAIN50	GAIN50		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 50	1	
GAIN51	GAIN51		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 51	1	
GAIN52	GAIN52		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 52	1	
GAIN53	GAIN53		integer		NUMBER(16)	16	Y	Y	N		16d					Y					gain for AD chan 53	1	
GAMIN	GAMIN		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					QACITS proportional factor for inner region	0	
GRSDIST	GRSDIST	nirc2	double	mm	FLOAT(126)	20	Y	Y	N		18.8f					Y					grism slider's distance from home 		
GRSNAME	GRSNAME	nirc2	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s				medres, lowres, clear	Y				Y	grism slider's named position		
GRSRAW	GRSRAW	nirc2	integer	counts	NUMBER(38)	20	Y	Y	N		20d					Y					grism slider's encoder position		
GRSSTAT	GRSSTAT	nirc2-legacy	char		VARCHAR2(20 BYTE)	20	Y	Y	N		20s					Y					grism slider's current state		
GUIDFWHM	GUIDFWHM	added	double	arcseconds	FLOAT(126)	24	Y	Y	N		18.8f					Y					FWHM of NIRSPEC guide star		
GUIDING	GUIDING		char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Guiding status	FALSE	
GUIDTIME	GUIDTIME	added	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					UT of logger GUIDFWHM value		
GUIDWAVE	GUIDWAVE	dcs	double	microns	FLOAT(126)	20	Y	Y	N		18.8f					Y					guidestar wavelength 		
