FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
SPATSCAL	SPATSCAL	KOA	double	arcsec/pix	FLOAT(126)	16	Y	Y	N		18.8f				0.1542	Y					CCD pixel scale, spatial (arcsec/pixel)		
SPECRES	SPECRES	KOA	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Nominal spectral resolution		
WAVEBLUE	WAVEBLUE	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		3700	10900		Y	Y			Y	Blue end wavelength (Angstroms)	3900	
WAVECNTR	WAVECNTR	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		3700	10900		Y					Central wavelength (Angstroms)		
WAVERED	WAVERED	KOA	integer	Angstroms	NUMBER(*,0)	16	Y	Y	N		11d		3700	10900		Y	Y			Y	Red end wavelength (Angstroms)	10900	
WXDOMHUM	WXDOMHUM	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Dome humidity at WXTIME		
WXDOMTMP	WXDOMTMP	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Dome temperature at WXTIME		
WXDWPT	WXDWPT	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Dewpoint at WXTIME		
WXOUTHUM	WXOUTHUM	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Outside humidity at WXTIME		
WXOUTTMP	WXOUTTMP	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Outside temperature at WXTIME		
WXPRESS	WXPRESS	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Pressure at WXTIME		
WXTIME	WXTIME	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Time of weather measurements		
WXWNDIR	WXWNDIR	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Wind direction at WXTIME		
WXWNDSP	WXWNDSP	KOA	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					Wind speed at WXTIME		
UTC	UTC	KOA	char		VARCHAR2(16 BYTE)	16	N	Y	Y	time	16s					Y					Copy of UT		
AIRMASS	AIRMASS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					air mass		
AIRPRESS	AIRPRESS	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					air pressure		
AIRPWPSI	AIRPWPSI	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					compressed air power PSI		
AMPLIST	AMPLIST	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					amplifier list		
APMSKCAL	APMSKCAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y	Y			Y	aperature mask calibration status	Homed	
APMSKERR	APMSKERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					aperature mask error number		
APMSKNAM	APMSKNAM	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y	Y			Y	aperature mask named position	Decker, 2b	
APMSKORD	APMSKORD	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					aperature mask ordinal position		
APMSKRAW	APMSKRAW	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					aperature mask raw position		
APMSKSTA	APMSKSTA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					aperature mask status		
APMSKTOR	APMSKTOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					aperature mask torque		
AUTOSHUT	AUTOSHUT	ESI	char	boolean	VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					autoshutter		
AXESTAT	AXESTAT	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					telescope tracking status		
AZ	AZ	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					azimuth		
BINNING	BINNING	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					The amount of on-chip binning to be performed along each readout axis of a CCD.		
BITPIX	BITPIX	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Number of bits per data pixel		
BSCALE	BSCALE	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Default scaling factor		
BZERO	BZERO	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Offset data range to that of unsigned short		
CCDGAIN	CCDGAIN	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					gain		
CCDPSIZE	CCDPSIZE	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					pixel size		
CCDSPEED	CCDSPEED	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					readout speed		
COLL1RAW	COLL1RAW	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 1 raw position		
COLL1CAL	COLL1CAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 1 calibration		
COLL1ERR	COLL1ERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 1 error number		
COLL1FOP	COLL1FOP	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					collimator 1 fiducial		
COLL1STA	COLL1STA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 1 status		
COLL1TOR	COLL1TOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					collimator 1 torque		
COLL2CAL	COLL2CAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 2 calibration		
COLL2ERR	COLL2ERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 2 error number		
COLL2FOP	COLL2FOP	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					collimator 2 fiducial		
COLL2RAW	COLL2RAW	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 2 raw position		
COLL2STA	COLL2STA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 2 status		
COLL2TOR	COLL2TOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					collimator 2 torque		
COLL3CAL	COLL3CAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 3 calibration		
COLL3ERR	COLL3ERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 3 error number		
COLL3FOP	COLL3FOP	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					collimator 3 fiducial		
COLL3RAW	COLL3RAW	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 3 raw position		
COLL3STA	COLL3STA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator 3 status		
COLL3TOR	COLL3TOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					collimator 3 torque		
COLLFLX1	COLLFLX1	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 1 flexure compensation offset		
COLLFLX2	COLLFLX2	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 2 flexure compensation offset		
COLLFLX3	COLLFLX3	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 3 flexure compensation offset		
COLLFOC	COLLFOC	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					collimator focus		
COLLFOCR	COLLFOCR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					focus		
COLLFOCT	COLLFOCT	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator focus target		
COLLMODE	COLLMODE	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator control mode		
COLLOFF1	COLLOFF1	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 1 offset error		
COLLOFF2	COLLOFF2	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 2 offset error		
COLLOFF3	COLLOFF3	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 3 offset error		
COLLSTAT	COLLSTAT	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					collimator control status		
COLLUSR1	COLLUSR1	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 1 user offset		
COLLUSR2	COLLUSR2	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 2 user offset		
COLLUSR3	COLLUSR3	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					collimator 3 user offset		
CTRLFAN0	CTRLFAN0	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					contoller 0 electronics fans		
CTRLFAN1	CTRLFAN1	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					controller 1 electronics fans		
CURRINST	CURRINST	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					current instrument		
DATE	DATE_UT	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					date		
DATE-OBS	DATE_OBS	DCS	date		DATE	16	N	Y	Y	date	32s	Y				Y	Y	Y		Y	observing date (UT)	2019-01-15	
DEC	CDEC	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N	angle	18.8f					Y					declination		
DECOFF	DECOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Declination offset		
DETECTOR	DETECTOR	ESI	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y					detector		
DOMESTAT	DOMESTAT	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					dome status		
DWFILCAL	DWFILCAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Filter wheel calibration state		
DWFILERR	DWFILERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					filter wheel error number		
DWFILNAM	DWFILNAM	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					filter wheel named position		
DWFILORD	DWFILORD	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					Filter wheel ordinal position (conversion of DWFILRAW)		
DWFILRAW	DWFILRAW	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Filter wheel raw position (stage encoder counts)		
DWFILSTA	DWFILSTA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Filter status		
DWFILTOR	DWFILTOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					Filter torque		
EL	EL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					elevation		
ELAPTIME	ELAPTIME	ESI	integer	seconds	NUMBER(*,0)	8	Y	Y	N		11d					Y	Y			Y	elapsed time	10	
EQUINOX	EQUINOX	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f					Y	Y			Y	equinox	1950, 2000	
ERASECNT	ERASECNT	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					erase count		
ERASLINE	ERASLINE	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					erase line		
EXPOSURE	EXPOSURE	ESI	integer	seconds	NUMBER(*,0)	8	Y	Y	N		11d					Y					exposure time		
EXTEND	EXTEND	ESI	char	boolean	VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					FITS dataset may contain extensions		
FLAMP3	FLAMP3	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					flatlamp 3		
FLAMP4	FLAMP4	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					flatlamp 4		
FLAMP5	FLAMP5	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					flatlamp 5		
FLAMP6	FLAMP6	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					flatlamp 6		
FLIMAGIN	FLIMAGIN	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					imaging flatlamp		
FLSPECTR	FLSPECTR	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					spectroscopy flatlamp		
FOCALSTN	FOCALSTN	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					focal station		
FRAME	FRAME	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					reference frame		
FRAMENO	FRAMENO	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y	Y			Y	frame number	15	
HA	HA	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					hour angle		
HATCHPOS	HATCHPOS	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					hatch position		
IMFLTCAL	IMFLTCAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					image flat calibration		
IMFLTERR	IMFLTERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					image flat error number		
IMFLTNAM	IMFLTNAM	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					image flat named position		
IMFLTORD	IMFLTORD	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					image flat ordinal position		
IMFLTRAW	IMFLTRAW	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					image flat raw position		
IMFLTSTA	IMFLTSTA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					image flat status		
IMFLTTOR	IMFLTTOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					image flat torque		
IMTYPE	IMTYPE	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					image type		
INSTANGL	INSTANGL	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y					instrument angle		
INSTFLIP	INSTFLIP	DCS	char	boolean	VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					instrument flip		
INSTRUME	INSTRUME	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					intrument		
IONCURMA	IONCURMA	ESI	double	mA	FLOAT(126)	16	Y	Y	N		18.8f					Y					ion pump current		
IONPUMP	IONPUMP	ESI	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y					raw ion pump current		
KEEPPREP	KEEPPREP	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					keep prescan pixels		
LAMPAR1	LAMPAR1	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Ar lamp 1		
LAMPCU1	LAMPCU1	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Cu lamp 1		
LAMPFAN	LAMPFAN	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					lamp fan		
LAMPNE1	LAMPNE1	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Ne lamp 1		
LAMPNE2	LAMPNE2	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Ne lamp 2		
LAMPQTZ1	LAMPQTZ1	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					Quartz lamp 1		
LATITUDE	LATITUDE	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y					latitude		
LDFLTCAL	LDFLTCAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					low dispersion flat calibration state		
LDFLTERR	LDFLTERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					low dispersion flat error number		
LDFLTFOP	LDFLTFOP	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					low dispersion flat fiducial		
LDFLTNAM	LDFLTNAM	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					low dispersion flat named position		
LDFLTORD	LDFLTORD	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					low dispersion flat ordinal position		
LDFLTRAW	LDFLTRAW	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					low dispersion flat raw position		
LDFLTSTA	LDFLTSTA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					low dispersion flat status		
LDFLTTOR	LDFLTTOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					low dispersion flat torque		
LST	LST	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y					local sidereal time		
MJD	MJD	DCS	double		FLOAT(126)	24	Y	Y	N		20.10f					Y					Numeric version of MJD-OBS		
MJD-OBS	MJD_OBS	DCS	double		FLOAT(126)	24	Y	Y	N		18.6f					Y					MJD of observation		
NAXIS	NAXIS	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					number of data axes		
NAXIS1	NAXIS1	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Length of data axis 1		
NAXIS2	NAXIS2	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					Length of data axis 2		
NSUBINT	NSUBINT	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					number of sub integrations		
NUMAMPS	NUMAMPS	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					number of amplifiers		
OBJECT	OBJECT	ESI	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y	Y			Y	object	sky, G93-48 B	
OBSERVER	OBSERVER	ESI	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y					observer		
OBSNUM	OBSNUM	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					observation number		
OBSTYPE	OBSTYPE	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					observation type		
OUTDIR	OUTDIR	ESI	char		VARCHAR2(72 BYTE)	72	Y	Y	N		72s					Y					data output directory		
OUTFILE	OUTFILE	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					output file		
OVRFLUSH	OVRFLUSH	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					postscan flush lines		
PARANG	PARANG	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.8f					Y					parallactic angle		
PONAME	PONAME	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					pointing origin name		
PONAME1	PONAME1	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					pointing origin name 1		
PONAME2	PONAME2	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					pointing origin name 2		
POSTLINE	POSTLINE	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					postflush line		
POSTPIX	POSTPIX	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					postpixels		
POXOFF	POXOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin x offset		
POXPOS	POXPOS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin x position		
POXPOS1	POXPOS1	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin x position 1		
POXPOS2	POXPOS2	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin x position 2		
POYOFF	POYOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin y offset		
POYPOS	POYPOS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin y position		
POYPOS1	POYPOS1	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin y position 1		
POYPOS2	POYPOS2	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					pointing origin y position 2		
PREFLUSH	PREFLUSH	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					number of prescan lines to flush		
PRELINE	PRELINE	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					number of prescan lines		
PREPIX	PREPIX	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					prescan pixels		
PRISMCAL	PRISMCAL	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					prism calibration state		
PRISMERR	PRISMERR	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					prism error number		
PRISMFOP	PRISMFOP	ESI	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					prism fiducial		
PRISMNAM	PRISMNAM	ESI	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					prism named position		
PRISMORD	PRISMORD	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					prism ordinal position		
PRISMRAW	PRISMRAW	ESI	integer		NUMBER(*,0)	16	Y	Y	N		11d					Y					prism raw position		
PRISMSTA	PRISMSTA	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					prism status		
PRISMTOR	PRISMTOR	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					prism torque		
PWRBLOK	PWRBLOK	ESI	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					power block voltage		
RA	CRA	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N	angle	18.8f					Y					right ascension		
RAOFF	RAOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					RA offset		
ROTBASE	ROTBASE	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator base value		
ROTCALAN	ROTCALAN	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator calibration angle		
ROTCASID	ROTCASID	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					cassegrain rotator module id		
ROTDEST	ROTDEST	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator destination		
ROTERCNT	ROTERCNT	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator error count		
ROTERRS	ROTERRS	DCS	char		VARCHAR2(48 BYTE)	48	Y	Y	N		48s					Y					rotator error status		
ROTMODE	ROTMODE	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					rotator mode		
ROTOFF	ROTOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator offset		
ROTPDSTS	ROTPDSTS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator physical destination		
ROTPOSN	ROTPOSN	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator physical destination slow		
ROTPPOSN	ROTPPOSN	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator user position		
ROTREFAN	ROTREFAN	DCS	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					rotator reference angle		
ROTSEL	ROTSEL	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					rotator selected		
ROTSRVER	ROTSRVER	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					rotator servo error		
ROTSTST	ROTSTST	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					rotator status		
ROTZERO	ROTZERO	DCS	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					rotator zero point		
ROWSHFT	ROWSHFT	ESI	integer		NUMBER(*,0)	8	Y	Y	N		11d					Y					row shift for subintegration		
SECFOCUS	SECFOCUS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y					secondary focus		
SECTHETX	SECTHETX	DCS	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					secondary angle X		
SECTHETY	SECTHETY	DCS	double		FLOAT(126)	16	Y	Y	N		18.2f					Y					secondary angle Y		
SHUTSTAT	SHUTSTAT	ESI	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					shutter status		
SIMULATE	SIMULATE	DCS	char	boolean	VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					simulation mode		
