FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
CTMP2LOC	CTMP2LOC	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Location where temp is controlled by c		
CTYPE1	CTYPE1	MOSFIRE	char		VARCHAR(16 BYTE)	16	Y	Y	N		16s					Y			Y		Coordinate type of WCS axis 1		
CTYPE2	CTYPE2	MOSFIRE	char		VARCHAR(16 BYTE)	16	Y	Y	N		16s					Y			Y		Coordinate type of WCS axis 2		
CURRINST	CURRINST	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		current instrument		
DARENABL	DARENABL	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Status code of watchdarcorr		
DATAFILE	DATAFILE	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Datafile name		
DATASEC	DATASEC	MOSFIRE	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		Current datasection of the frame		
DATE-OBS	DATE_OBS	DCS	char		DATE	32	N	Y	Y	date	32s					Y			Y		universal date of observation		
DATLEVEL	DATLEVEL	KOA	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Data reduction level		
DCSSTAT	DCSSTAT	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		drive and control status		
DCSVERS	DCSVERS	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		drive and control version		
DDEC	DDEC	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		diff decl rate		
DECOFF	DECOFF	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		declination offset		
DETENDX	DETENDX	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		End Column for subarray (1-based)		
DETENDY	DETENDY	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		End Row for subarray (1-based)		
DETGAIN	DETGAIN	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Detector gain factor		
DETSTRTX	DETSTRTX	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Start Column for subarray (1-based)		
DETSTRTY	DETSTRTY	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Start Row for subarray (1-based)		
DOMEPOSN	DOMEPOSN	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		dome azimuth		
DOMESTAT	DOMESTAT	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		dome status		
DQA_DATE	DQA_DATE	KOA	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Date of DQA run		
DQA_VERS	DQA_VERS	KOA	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		DQA version number		
DRA	DRA	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		diff ra rate		
DRAIN	DRAIN	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Drain (output buffer) in V, obtained from ASIC		
DSUB	DSUB	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Substrate voltage in V, obtained from ASIC		
DTGAINDB	DTGAINDB	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Detector gain in dB		
DTGAINNM	DTGAINNM	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Detector gain setting [0-15]		
DTHCOORD	DTHCOORD	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		dither pattern coordinates		
DTRACK	DTRACK	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		differential tracking enabled		
DWRTMP1	DWRTMP1	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch C1 temperature (K)		
DWRTMP2	DWRTMP2	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch C2 temperature (K)		
DWRTMP3	DWRTMP3	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch C3 temperature (K)		
DWRTMP4	DWRTMP4	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch C4 temperature (K)		
DWRTMP5	DWRTMP5	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch D1 temperature (K)		
DWRTMP6	DWRTMP6	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch D2 temperature (K)		
DWRTMP7	DWRTMP7	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch D3 temperature (K)		
DWRTMP8	DWRTMP8	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch D4 temperature (K)		
EL	EL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		telescope elevation		
ENDX	ENDX	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Sub-array end x pixel		
ENDY	ENDY	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Sub-array end y pixel		
EXTEND	EXTEND	MOSFIRE	char	boolean	VARCHAR(8 BYTE)	8	Y	Y	N		8s					Y			Y		FITS dataset may contain extensions		
EXTNAME	EXTNAME	MOSFIRE	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		Extension Name		
EXTVER	EXTVER	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Number assigned to this FITS extension		
FCA	FCA	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model amplitude parameter		
FCANAMOR	FCANAMOR	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model anamorphic factor		
FCBETA	FCBETA	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model beta in degrees		
FCCENTRX	FCCENTRX	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Center X location		
FCCENTRY	FCCENTRY	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Center Y location		
FCK	FCK	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model k parameter		
FCPA_EL	FCPA_EL	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Position angle and elevation in degrees		
FCPH	FCPH	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model phase in degrees		
FCSACTIV	FCSACTIV	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		servo/online/enable flag		
FCSLOC1	FCSLOC1	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 1 location		
FCSLOC2	FCSLOC2	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 2 location		
FCSLOC3	FCSLOC3	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 3 location		
FCSMECH	FCSMECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Mechanism type		
FCSON	FCSON	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Enable model-based flexure compensation		
FCSRANGE	FCSRANGE	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Percent actuator range used		
FCSVOLT1	FCSVOLT1	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 1 voltage		
FCSVOLT2	FCSVOLT2	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 2 voltage		
FCSVOLT3	FCSVOLT3	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch 3 voltage		
FCTHETXY	FCTHETXY	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		X and Y absolute rotation angles (microradians)		
FCX02	FCX02	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model X offset parameter 2		
FCY02	FCY02	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Flexure model Y offset parameter 2		
FLATSPEC	FLATSPEC	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Spectral flat lamp is on (1) or off (0)		
FLIMAGIN	FLIMAGIN	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		flat lamp control 1		
FLSPECTR	FLSPECTR	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		flat lamp control 2		
FOCALSTN	FOCALSTN	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		focal station		
FRAMDESC	FRAMDESC	MOSFIRE	char		VARCHAR(48 BYTE)	48	Y	Y	N		48s				MOSFIRE Image	Y			Y		Frame Type(?)		
FRAME	FRAME	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Current frame number in dither pattern		
FRAMEID	FRAMEID	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Frame identifier in dither pattern		
FRAMENUM	FRAMENUM	MOSFIRE	integer		NUMBER(*,0)	8	N	Y	Y		8d					Y			Y		Frame number		
FRAMES	FRAMES	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Total number of frames in dither pattern		
GROUPS	GROUPS	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Number of sampling groups		
GROUPS0	GROUPS0	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Requested number of groups		
GRPDONE	GRPDONE	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Groups actually completed in this coadd		
GUIDFWHM	GUIDFWHM	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		FWHM of guide star		
GUIDTIME	GUIDTIME	KOA	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		UT of GUIDFWHM value		
GUIDWAVE	GUIDWAVE	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		guidestar wavelength		
HA	HA	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		telescope hour angle		
HRPSTYPE	HRPSTYPE	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Horizontal reference pixel subtraction type		
HXRGCFG1	HXRGCFG1	MOSFIRE	char		VARCHAR(48 BYTE)	48	Y	Y	N		48s					Y			Y		ASIC Regs 0x4010:0x4017		
HXRGCFG2	HXRGCFG2	MOSFIRE	char		VARCHAR(48 BYTE)	48	Y	Y	N		48s					Y			Y		ASIC Regs 0x4018:0x401F		
HXRGVERS	HXRGVERS	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		HxRG timing code version		
IGNORDRD	IGNORDRD	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Number of discarded initial reads		
IMAGEMD	IMAGEMD	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Imaging median		
IMAGEMN	IMAGEMN	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Imaging mean		
IMAGESD	IMAGESD	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Imaging standard deviation		
INSTANGL	INSTANGL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		porg to instrument angle		
INSTFLIP	INSTFLIP	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		porg to instrument y flip		
ITIME	ITIME	MOSFIRE	integer	msec	NUMBER(*,0)	9	Y	Y	N		9d					Y			Y		Integration time of each coadd		
ITIME0	ITIME0	MOSFIRE	integer	microsec	NUMBER(*,0)	12	Y	Y	N		12d					Y			Y		Requested itime in microseconds per coadd		
LATITUDE	LATITUDE	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		geodetic latitude		
LONGSTRN	LONGSTRN	MOSFIRE	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		The OGIP Long String Convention may be used.		
LST	LST	DCS	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		local apparent sidereal time		
LTM1_1	LTM1_1	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		CCD to image pixel scale in X		
LTM2_2	LTM2_2	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		CCD to image pixel scale in Y		
MASKNAME	MASKNAME	MOSFIRE	char		VARCHAR(64 BYTE)	64	Y	Y	N		64s					Y			Y	Y	Name of the current slit mask		
MDCMECH	MDCMECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Dust Cover mechanism name		
MDCNAME	MDCNAME	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Dust Cover position name		
MDCRAW	MDCRAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Dust Cover location		
MDCSTAT	MDCSTAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Dust Cover mechanism status		
MDCSWTCH	MDCSWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Dust Cover Switch value		
MF1MECH	MF1MECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 1 mechanism name		
MF1NAME	MF1NAME	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 1 position name		
MF1RAW	MF1RAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Filter Wheel 1 Location		
MF1STAT	MF1STAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 1 status		
MF1SWTCH	MF1SWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Filter Wheel 1 switch value		
MF2MECH	MF2MECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 2 mechanism name		
MF2NAME	MF2NAME	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 2 position name		
MF2RAW	MF2RAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Filter Wheel 2 location		
MF2STAT	MF2STAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Filter Wheel 2 status		
MF2SWTCH	MF2SWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Filter Wheel 2 switch value		
MGSMECH	MGSMECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grating Shim mechanism name		
MGSNAME	MGSNAME	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grating Shim position name		
MGSRAW	MGSRAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Grating Shim location		
MGSSTAT	MGSSTAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grating Shim status		
MGSSWTCH	MGSSWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Grating Shim switch value		
MGTMECH	MGTMECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grating Turret mechanism name		
MGTRAW	MGTRAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Grating Turret location		
MGTSTAT	MGTSTAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Grating Turret status		
MGTSWTCH	MGTSWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Grating Turret switch value		
MJD-OBS	MJD_OBS	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Modified julian date of observation		
MPRMECH	MPRMECH	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Pupil Rotator Mechanism name		
MPRNAME	MPRNAME	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Pupil Rotator position name		
MPRRAW	MPRRAW	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Pupil Rotator location		
MPRSTAT	MPRSTAT	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Pupil Rotator mechanism status		
MPRSWTCH	MPRSWTCH	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Pupil Rotator switch value		
MPRTRACK	MPRTRACK	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y		Pupil Rotator Tracking Mode flag (0:off,1:on)		
NAXIS	NAXIS	MOSFIRE	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		number of data axes		
NAXIS1	NAXIS1	MOSFIRE	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		length of data axis 1		
NAXIS2	NAXIS2	MOSFIRE	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y			Y		length of data axis 2		
NPIXSAT	NPIXSAT	KOA	integer		NUMBER(*,0)	16	N	Y	N		16d					Y			Y		Number of pixels above saturation		
NUMREADS	NUMREADS	MOSFIRE	integer		NUMBER(*,0)	8	Y	Y	N		8d					Y			Y	Y	Number of reads		
OA	OA	KOA	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Observing assistant		
OBSERVER	OBSERVER	MOSFIRE	char		VARCHAR(68 BYTE)	68	Y	Y	N		68s					Y			Y		Observer name(s)		
OUTDIR	OUTDIR	MOSFIRE	char		VARCHAR(68 BYTE)	68	Y	Y	N		68s					Y			Y		Output directory		
OUTPTMP1	OUTPTMP1	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch A heater output percentage		
OUTPTMP2	OUTPTMP2	MOSFIRE	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Ch B heater output percentage		
PARANG	PARANG	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Parallactic angle astrometric		
PARANTEL	PARANTEL	DCS	double		FLOAT(126)	16	Y	Y	N		18.8f					Y			Y		Parallactic angle telescope		
PATTERN	PATTERN	MOSFIRE	char		VARCHAR(32 BYTE)	32	Y	Y	N		32s					Y			Y		Dither pattern		
PONAME	PONAME	DCS	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		Pointing origin name		
PONAME1	PONAME1	DCS	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		Pointing origin name 1		
PONAME2	PONAME2	DCS	char		VARCHAR(24 BYTE)	24	Y	Y	N		24s					Y			Y		Pointing origin name 2		
